ID,Data,Ramo,Edição,Tema,Tese,Precedentes,Referências,Site 1,Site 2,Site 3,Site 4,Site 5,Site 6,Site 7,Site 8,Site 9,Site 10,Site 11,Site 12,Site 13,Site 14,Site 15,Site 16,Site 17,Site 18,Site 19,Site 20,Site 21,Site 22
4) AgInt no RMS 64818/DF, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe 29/09/2023;
5) AgInt no RMS 71407/MS, Rel. Ministro SÉRGIO KUKINA, PRIMEIRA TURMA, DJe 31/08/2023;
6) AgInt no RMS 70482/RS, Rel. Ministra REGINA HELENA COSTA, PRIMEIRA TURMA, DJe 30/08/2023;","Vide Informativos de Jurisprudência N. 428 e 603, Vide Repercussão Geral - Tema 485","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""011121""","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""016290""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000005982""#TEMA1",https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=485,,,,,,,,,,,,,,,,,,
19,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,"A limitação de idade, sexo e altura para o ingresso na carreira militar é válida desde que haja previsão em lei específica e no edital do concurso público.","1) AgInt no RMS 71372/MS, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 21/09/2023;
2) AgInt no RMS 71268/BA, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, DJe 23/08/2023;
3) AgInt no RMS 66497/RJ, Rel. Ministra ASSUSETE MAGALHÃES, SEGUNDA TURMA, DJe 26/05/2023;
4) AgInt no RMS 70726/GO, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe 24/05/2023;
5) AgInt no AREsp 2042248/RJ, Rel. Ministro GURGEL DE FARIA, PRIMEIRA TURMA, DJe 24/11/2022;
6) AgInt no RE no AgInt no RMS 61504/MS, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, CORTE ESPECIAL, DJe 28/08/2020;",Vide Informativo de Jurisprudência N. 533,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014556""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000007820""#TEMA4",,,,,,,,,,,,,,,,,,,,
20,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,"Somente a lei pode estabelecer limites de idade nos concursos das Forças Armadas, assim é vedado que a lei faculte tal regulamentação a atos administrativos expedidos pela Marinha, Exército ou Aeronáutica, diante do princípio constitucional da reserva legal.","1) AgInt no RMS 71268/BA, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, DJe 23/08/2023;
2) AgInt no REsp 1921019/RJ, Rel. Ministro OG FERNANDES, SEGUNDA TURMA, DJe 31/05/2022;
3) AREsp 1774766/DF, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJe 19/05/2022;
4) REsp 1788451/SC, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 18/02/2022;
5) AgInt no REsp 1642210/PE, Rel. Ministro GURGEL DE FARIA, PRIMEIRA TURMA, DJe 23/09/2020;
6) RMS 68709/RJ (decisão monocrática), Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, publicado em 30/05/2022;",Vide Repercussão Geral - Tema 600885,https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=600885,,,,,,,,,,,,,,,,,,,,,
21,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,"A aferição do cumprimento do requisito de idade mínima é feito no momento da posse no cargo público, enquanto a comprovação do limite máximo é feita no momento da inscrição. Redação anterior: A aferição do cumprimento do requisito de idade deve se dar no momento da posse no cargo público e não no momento da inscrição.","1) AgInt no AREsp 2190082/AP, Rel. Ministro PAULO SÉRGIO DOMINGUES, PRIMEIRA TURMA, DJe 29/06/2023;
2) AgInt no REsp 2022229/AP, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe 19/04/2023;
3) AgInt no AREsp 2179043/AP, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJe 24/03/2023;
4) REsp 1462659/RS, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 04/02/2016;
5) REsp 1524070/PR (decisão monocrática), Rel. Ministro OG FERNANDES, SEGUNDA TURMA, publicado em 21/05/2015;
6) REsp 1421810/RN (decisão monocrática), Rel. Ministro NAPOLEÃO NUNES MAIA FILHO, PRIMEIRA TURMA, publicado em 26/03/2014;",,,,,,,,,,,,,,,,,,,,,,,
22,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,O edital é a lei do concurso e suas regras vinculam tanto a administração pública quanto os candidatos.,"1) AgInt no RMS 65752/PI, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe 11/10/2023;
2) AgInt no RMS 69732/MG, Rel. Ministra REGINA HELENA COSTA, PRIMEIRA TURMA, DJe 07/06/2023;
3) REsp 1985602/CE, Rel. Ministro SÉRGIO KUKINA, PRIMEIRA TURMA, DJe 24/06/2022;
4) AgInt no AREsp 1196863/DF, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, DJe 10/12/2018;
5) REsp 1717180/SP, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 13/11/2018;
6) AgRg no RMS 25849/ES, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 08/10/2015;",,,,,,,,,,,,,,,,,,,,,,,
23,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,"O portador de visão monocular tem direito de concorrer, em concurso público, às vagas reservadas aos deficientes (Súmula n. 377 do STJ).","1) AgInt no AREsp 1915710/SC, Rel. Ministro PAULO SÉRGIO DOMINGUES, PRIMEIRA TURMA, DJe 04/04/2023;
2) AgInt no AREsp 1663137/DF, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 24/11/2020;
3) AgInt no RMS 51809/RS, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, DJe 06/03/2018;
4) EDcl no RMS 29724/RJ, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 21/10/2015;
5) REsp 2071828/RN (decisão monocrática), Rel. Ministro SÉRGIO KUKINA, PRIMEIRA TURMA, publicado em 29/06/2023;
6) RMS 70433/PE (decisão monocrática), Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, publicado em 03/05/2023;","Vide Informativo de Jurisprudência N. 300, Vide Súmula Anotada N. 377/STJ","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""007169""","https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""377"".num.","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000005930""#TEMA12",,,,,,,,,,,,,,,,,,,
24,19/03/2014,DIREITO ADMINISTRATIVO,Edição n. 9,CONCURSOS PÚBLICOS - I,"A exigência de exame psicotécnico é legítima quando, prevista em lei e no edital, a avaliação estiver pautada em critérios objetivos e o resultado for público e passível de recurso.","1) AgInt no REsp 1693370/DF, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, DJe 21/09/2022;
2) AgInt no AREsp 1992770/MG, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJe 24/06/2022;
3) AgRg no AREsp 670089/MG, Rel. Ministro NAPOLEÃO NUNES MAIA FILHO, PRIMEIRA TURMA, DJe 04/02/2019;
4) AgRg no RMS 43363/AC, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJe 13/08/2014;
5) AgRg no REsp 1404261/DF, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJe 18/02/2014;
