"Motivo","Rel","Ext","Length","FullName"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 0601384-13 - SP - PJe, Eleições 2018, decisão monocrática, incompetência TSE, nega seguimento - SET2018 - KCMR - AO.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 0601384-13 - SP - PJe, Eleições 2018, decisão monocrática, incompetência TSE, nega seguimento - SET2018 - KCMR - AO.doc"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 0601460-37 - RS - PJe, Eleições 2018, ausência comprovação filiação partidária, acesso Filiaweb, não conhecimento - SET2018 - KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 0601460-37 - RS - PJe, Eleições 2018, ausência comprovação filiação partidária, acesso Filiaweb, não conhecimento - SET2018 - KCMR.docx"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 12664 - AC 060413337 - RJ - pedido de efeito suspensivo - doção de recursos - anotação de inelegibilidade - indeferido - FGPC - LL.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 12664 - AC 060413337 - RJ - pedido de efeito suspensivo - doção de recursos - anotação de inelegibilidade - indeferido - FGPC - LL.docx"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 318-51 - GO - prestação de contas, falta de indicação de dispositivo violado, ausência de cotejo, reexame, nega seguimento - JUL2018 - TPR_vRevAO.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 318-51 - GO - prestação de contas, falta de indicação de dispositivo violado, ausência de cotejo, reexame, nega seguimento - JUL2018 - TPR_vRevAO.docx"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 40-38-BA - Doação, pessoa física, revogação art. 81, tempus regit actum, negativa - JV.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 40-38-BA - Doação, pessoa física, revogação art. 81, tempus regit actum, negativa - JV.doc"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ nº 6623 - RN - tutela cautelar antecedente de busca e apreensão, decisão interlocutória, irrecorribilidade imediata - JUN2018 - JV.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ nº 6623 - RN - tutela cautelar antecedente de busca e apreensão, decisão interlocutória, irrecorribilidade imediata - JUN2018 - JV.doc"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$ER nº 060024586 - PJe - decisão, perda do objeto, remanejamento já homologado em outros autos, arquivamento - MAR2018 - TF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$ER nº 060024586 - PJe - decisão, perda do objeto, remanejamento já homologado em outros autos, arquivamento - MAR2018 - TF.docx"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$R-AI nº 424-20 - BA - Eleições 2016 - tratamento privilegiado - reconsideração da decisão SET2018 - LL.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$R-AI nº 424-20 - BA - Eleições 2016 - tratamento privilegiado - reconsideração da decisão SET2018 - LL.docx"
"TEMPORARIO","01 - Jurídico\Acórdãos e decisões\~$R-RO nº 0600861-87 -AM - eleições 2018, RRC, deputado federal -alínea G, ausência inteiro teor acórdão TCE, desprovido - FGPC - JRB [BF].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Acórdãos e decisões\~$R-RO nº 0600861-87 -AM - eleições 2018, RRC, deputado federal -alínea G, ausência inteiro teor acórdão TCE, desprovido - FGPC - JRB [BF].docx"
"TEMPORARIO","01 - Jurídico\Contestações e manifestações\~$ 3-26 - ES - AIME, aus. de provas, aus. de impugnação específica, S. 24, 26, 28, 72 nega seguimento - MACV - RMG [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Contestações e manifestações\~$ 3-26 - ES - AIME, aus. de provas, aus. de impugnação específica, S. 24, 26, 28, 72 nega seguimento - MACV - RMG [JR].docx"
"TEMPORARIO","01 - Jurídico\Contestações e manifestações\~$ nº 0600337-67- RJ - titular - impugnação - quorum regimento - JRB-vMFF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Contestações e manifestações\~$ nº 0600337-67- RJ - titular - impugnação - quorum regimento - JRB-vMFF.docx"
"TEMPORARIO","01 - Jurídico\Contestações e manifestações\~$ nº 0600337-67- RJ - titular - impugnação - quorum regimento - JRB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Contestações e manifestações\~$ nº 0600337-67- RJ - titular - impugnação - quorum regimento - JRB.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\desktop.ini",".ini","114","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\desktop.ini"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ ED-REspe nº 24-37 - AM - RELATÓRIO E VOTO - Eleições 2012, registro de candidatura (RCC), perda superveniente do objeto, prejudicialidade - SET2018 - MACV -.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ ED-REspe nº 24-37 - AM - RELATÓRIO E VOTO - Eleições 2012, registro de candidatura (RCC), perda superveniente do objeto, prejudicialidade - SET2018 - MACV -.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0600016 -32 BA - RELATÓRIO E VOTO - cargo em comissão, momento da exoneração, nepotismo, retorno da lista à origem - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0600016 -32 BA - RELATÓRIO E VOTO - cargo em comissão, momento da exoneração, nepotismo, retorno da lista à origem - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0600019-84 - BA - RELATÓRIO E VOTO - juiz substituto- requisitos atendidos encaminhamento ao executivo - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0600019-84 - BA - RELATÓRIO E VOTO - juiz substituto- requisitos atendidos encaminhamento ao executivo - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0600391-33 - SP - despacho, publicação de edital - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0600391-33 - SP - despacho, publicação de edital - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0600829 - 93 - MS - PJe - despacho, juiz substituto, documentação pendente, devolução dos autos - SET18 - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0600829 - 93 - MS - PJe - despacho, juiz substituto, documentação pendente, devolução dos autos - SET18 - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0600829 - 93 - MS - PJe - despacho, juiz substituto, publicação edital - SET18 - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0600829 - 93 - MS - PJe - despacho, juiz substituto, publicação edital - SET18 - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 0604952-14 - SP - propaganda eleitoral, impulsionamento, ausência de pedido explícito de voto, provimento do REsp - TPR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 0604952-14 - SP - propaganda eleitoral, impulsionamento, ausência de pedido explícito de voto, provimento do REsp - TPR.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 28353 - RJ - Paraty - Voto MLRB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 28353 - RJ - Paraty - Voto MLRB.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 43106 - AP - despacho complementação de documentos determinação de diligência - MAI18 - TF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 43106 - AP - despacho complementação de documentos determinação de diligência - MAI18 - TF.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$ nº 43106 - AP - RELATÓRIO E VOTO - juiz substituto, requisitos atendidos, encaminhamento ao executivo - MAI18 - TF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$ nº 43106 - AP - RELATÓRIO E VOTO - juiz substituto, requisitos atendidos, encaminhamento ao executivo - MAI18 - TF.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$-AI 1-93 AP (el2016 - despacho -embargos infringentes -complementação - razões - CPC) ELDA - SNV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$-AI 1-93 AP (el2016 - despacho -embargos infringentes -complementação - razões - CPC) ELDA - SNV.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - deputada- sede diretório- região metropolitana- consulta respondida - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - deputada- sede diretório- região metropolitana- consulta respondida - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA - rev. parcial JRB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA - rev. parcial JRB.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA -JRB [JR] - Aguarda retorno ASSEC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA -JRB [JR] - Aguarda retorno ASSEC.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$a nº 06000101-18 - RELATÓRIO E VOTO - sede diretório- região metropolitana- consulta respondida - PAA.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$DELO BÁSICO DE EMENTA, RELATÓRIO E VOTO - EDs.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$DELO BÁSICO DE EMENTA, RELATÓRIO E VOTO - EDs.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$E - RO 224661 - Amazonas - Voto MLRB_vF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$E - RO 224661 - Amazonas - Voto MLRB_vF.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$queleto para relatório e voto - AgR-AI.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$queleto para relatório e voto - AgR-AI.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$R -Rp nº 1770-34- eleições 2014, conduta vedada, Ministros MPOG e SECOM, governo Dilma Rousseff - RELATÓRIO E VOTO - JUL2018 - rel KCMR.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$R -Rp nº 1770-34- eleições 2014, conduta vedada, Ministros MPOG e SECOM, governo Dilma Rousseff - RELATÓRIO E VOTO - JUL2018 - rel KCMR.doc"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$R-REspe 0600072-23 - MA, propaganda antecipada, liberdade expressão, sem pedido voto, desprovimento, TCCB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$R-REspe 0600072-23 - MA, propaganda antecipada, liberdade expressão, sem pedido voto, desprovimento, TCCB.docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$spe 310-48 VOTO-VISTA divergente art. 30-A LE procedência cassação diplomas doações acima 80% valores arrecadados - GTBC - ORN [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$spe 310-48 VOTO-VISTA divergente art. 30-A LE procedência cassação diplomas doações acima 80% valores arrecadados - GTBC - ORN [JR].docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$spe 501-20 - Voto-Vista - NOVA VERSÃO [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$spe 501-20 - Voto-Vista - NOVA VERSÃO [JR].docx"
"TEMPORARIO","01 - Jurídico\Despachos e votos\~$TO-VISTA - REspe nº 4297 - eleições suplementares - eleito candidato que deu causa à nulidade - MFF - ORN-vF - AO.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Despachos e votos\~$TO-VISTA - REspe nº 4297 - eleições suplementares - eleito candidato que deu causa à nulidade - MFF - ORN-vF - AO.docx"
"TEMPORARIO","01 - Jurídico\Modelos e minutas\~$and - Sequência revisão cruzada.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Modelos e minutas\~$and - Sequência revisão cruzada.docx"
"TEMPORARIO","01 - Jurídico\Modelos e minutas\~$delo - Propaganda antecipada - 2018 - v. final.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Modelos e minutas\~$delo - Propaganda antecipada - 2018 - v. final.docx"
"TEMPORARIO","01 - Jurídico\Modelos e minutas\~$dice Lista MODELO.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Modelos e minutas\~$dice Lista MODELO.doc"
"TEMPORARIO","01 - Jurídico\Modelos e minutas\~$RÁGRAFOS Modelos para GabMLRB_agosto_2019.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Modelos e minutas\~$RÁGRAFOS Modelos para GabMLRB_agosto_2019.docx"
"VAZIO (0 bytes)","01 - Jurídico\Outros processuais\Certidao registro OAB José Lúcio.txt",".txt","0","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\Certidao registro OAB José Lúcio.txt"
"VAZIO (0 bytes)","01 - Jurídico\Outros processuais\Responsabilidade Subsidiária.txt",".txt","0","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\Responsabilidade Subsidiária.txt"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 0600391-33-SP - RV Execuções fiscais, idoneidade moral, substituição de indicado - RP.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 0600391-33-SP - RV Execuções fiscais, idoneidade moral, substituição de indicado - RP.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 0600770-71-ES, execução antes publicação dos embargos,ausência teratologia - TCCB - SNV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 0600770-71-ES, execução antes publicação dos embargos,ausência teratologia - TCCB - SNV.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 0600792-92 - Inelegibilidade da alinea o e militares [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 0600792-92 - Inelegibilidade da alinea o e militares [JR].docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 13-05 - BA - representação, doação acima do limite, pessoa física, S 30, afastar multa aplicada - HCF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 13-05 - BA - representação, doação acima do limite, pessoa física, S 30, afastar multa aplicada - HCF.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 159-75 - DF - exercício 2015, primeiro exame, intimar partido para atender diligências - HCF - MFF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 159-75 - DF - exercício 2015, primeiro exame, intimar partido para atender diligências - HCF - MFF.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 402-80 BA (el2016 - aime - abuso - conduta vedada - prefeito - vice - Guanambi - cassação - novas eleições) ELDA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 402-80 BA (el2016 - aime - abuso - conduta vedada - prefeito - vice - Guanambi - cassação - novas eleições) ELDA.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 430-96 - GO, conduta vedada, não impugnou, TCCB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 430-96 - GO, conduta vedada, não impugnou, TCCB.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 685-09 RJ, Aperibé, aije, captação ilícita, material construção, pedido efeito suspensivo, ausência perigo demora, dez2018, TCCB -MFF - ORN.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 685-09 RJ, Aperibé, aije, captação ilícita, material construção, pedido efeito suspensivo, ausência perigo demora, dez2018, TCCB -MFF - ORN.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 977-95 - PSB, eleições 2014, aprovação com ressalvas - HCF - TTP - MSP - rev. JRB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 977-95 - PSB, eleições 2014, aprovação com ressalvas - HCF - TTP - MSP - rev. JRB.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ 992-64 - DF - eleições 2014, ASEPA - TPR -MSP-1.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ 992-64 - DF - eleições 2014, ASEPA - TPR -MSP-1.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 0600170-84 - PA- juiz substituto- devedor de pensão alimenticia-retorno para substituição - PAA - SNV [BF].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 0600170-84 - PA- juiz substituto- devedor de pensão alimenticia-retorno para substituição - PAA - SNV [BF].docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 0601025-63, PJE, LULA, impedir acesso aos recursos fundo partidário, perda objeto, SET2018, TCCB.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 0601025-63, PJE, LULA, impedir acesso aos recursos fundo partidário, perda objeto, SET2018, TCCB.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 0601870-72 - alínea e - RRC - OUT2018 - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 0601870-72 - alínea e - RRC - OUT2018 - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 0602188-55 - SP - RRC indeferido - alínea g - provimento - OUT2018 - FGPC - LL - LC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 0602188-55 - SP - RRC indeferido - alínea g - provimento - OUT2018 - FGPC - LL - LC.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 0604731-31 - SP - RRC deferido - alínea g - licitação - provimento - OUT2018 - FGPC - LL.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 0604731-31 - SP - RRC deferido - alínea g - licitação - provimento - OUT2018 - FGPC - LL.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 1803-55 SC - AIJE - Representação 30-A - deputado federal - JMRG2 - LL - GTB - AO - VF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 1803-55 SC - AIJE - Representação 30-A - deputado federal - JMRG2 - LL - GTB - AO - VF.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 1803-55 SC - AIJE - Representação 30-A - deputado federal - JMRG2.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 1803-55 SC - AIJE - Representação 30-A - deputado federal - JMRG2.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 218-54.propaganda extemporânea após as 22h.intempestividade reflexa.revolvimento de matéria fática - MAI2018 - MACV - ORN.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 218-54.propaganda extemporânea após as 22h.intempestividade reflexa.revolvimento de matéria fática - MAI2018 - MACV - ORN.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 265-94 MG - representação - doação - pessoa física - teto isenção IR - inaplicabilidade - Súm 28 e 30 - MAR - LL.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 265-94 MG - representação - doação - pessoa física - teto isenção IR - inaplicabilidade - Súm 28 e 30 - MAR - LL.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 277-27-MT, pesquisa, divulgação sem prévio registro, intempestividade reflexa, litisconsórcio simples, AGO-2018- TCCB.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 277-27-MT, pesquisa, divulgação sem prévio registro, intempestividade reflexa, litisconsórcio simples, AGO-2018- TCCB.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 28177 - MT - aije captação ilícita de sufrágio configurada revisão de fatos e provas - nova eleição - MAI2018 - JV-MFF-AO.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 28177 - MT - aije captação ilícita de sufrágio configurada revisão de fatos e provas - nova eleição - MAI2018 - JV-MFF-AO.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 293-64 - eleições 2016- litisconsórcio, art. 41 -A, gravação ambiental, captação ilícita - PAA - RMG - retorno para ajuste.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 293-64 - eleições 2016- litisconsórcio, art. 41 -A, gravação ambiental, captação ilícita - PAA - RMG - retorno para ajuste.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 4861-63 - AM - Representação 41-A e 73, captação ilícita e conduta vedada, perda do objeto - MACV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 4861-63 - AM - Representação 41-A e 73, captação ilícita e conduta vedada, perda do objeto - MACV.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$ nº 488-88 RJ (el2016 - abuso - programa social - utilização - vereador - provimento) ELDA - SNV_RevAO.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$ nº 488-88 RJ (el2016 - abuso - programa social - utilização - vereador - provimento) ELDA - SNV_RevAO.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$A nº 0600265-80 -DF- parte não legitimada - não conhecimento- PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$A nº 0600265-80 -DF- parte não legitimada - não conhecimento- PAA.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$E - AC nº 060416712 - RS - cautelar, pedido de efeito suspensivo ao ai, falta de documentação - ABR2018 - JV.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$E - AC nº 060416712 - RS - cautelar, pedido de efeito suspensivo ao ai, falta de documentação - ABR2018 - JV.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$e- MS nº 0601038-62 - RS- PJe- exclusão de nome de candidato de lista, candidatura avulsa, desprovimento - AGO2018 - LCMB.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$e- MS nº 0601038-62 - RS- PJe- exclusão de nome de candidato de lista, candidatura avulsa, desprovimento - AGO2018 - LCMB.doc"
