"ID","Origem"
"83","C:\Users\mauri\HD_Mau\(USP) A linha do tempo da estratégia federal de disseminação da COVID-19.pdf"
"84","C:\Users\mauri\HD_Mau\._dizerodireito.com.br-Comentrios__Lei_128752013__altera_a_Lei_dos_Partidos_Polticos_e_a_Lei_das_Eleies.pdf"
"85","C:\Users\mauri\HD_Mau\._dizerodireito.com.br-STF_julga_constitucional_a_Lei_da_Ficha_Limpa__entenda.pdf"
"86","C:\Users\mauri\HD_Mau\0. Documentos exigidos para posse.pdf"
"87","C:\Users\mauri\HD_Mau\00000023.PDF"
"88","C:\Users\mauri\HD_Mau\0000179-97.2013.5.03.0153-data-20130902-seq-1032296.pdf"
"89","C:\Users\mauri\HD_Mau\000018-0.doc"
"90","C:\Users\mauri\HD_Mau\0000184-98.2010.5.03.0097-data-20100726-seq-10516122.pdf"
"91","C:\Users\mauri\HD_Mau\0000184-98.2010.5.03.0097-data-20101129-seq-646372.pdf"
"92","C:\Users\mauri\HD_Mau\0000184-98.2010.5.03.0097-data-20101215-seq-210480.pdf"
"93","C:\Users\mauri\HD_Mau\0000184-98.2010.5.03.0097-data-20110124-seq-791578.pdf"
"94","C:\Users\mauri\HD_Mau\0000184-98.2010.5.03.0097-data-20110221-seq-12175313.pdf"
"95","C:\Users\mauri\HD_Mau\0000203-44.2012.5.03.0062-data-20121001-seq-948555.pdf"
"96","C:\Users\mauri\HD_Mau\0000399-63.2012.5.03.0078-data-20120816-seq-938316.pdf"
"97","C:\Users\mauri\HD_Mau\0000408-98.2012.5.03.0086-data-20120427-seq-0860040812000008.pdf"
"98","C:\Users\mauri\HD_Mau\0000498-67.2011.5.03.0078-data-20111006-seq-867042.pdf"
"99","C:\Users\mauri\HD_Mau\0000598-44.2011.5.03.0103-data-20111017-seq-868846.pdf"
"100","C:\Users\mauri\HD_Mau\0000598-44.2011.5.03.0103-data-20111205-seq-880559.pdf"
"101","C:\Users\mauri\HD_Mau\0000607-61.2012.5.03.0041-data-20120504-seq-0410060712000011.pdf"
"102","C:\Users\mauri\HD_Mau\0000719-14.2013.5.03.0132-data-20130902-seq-1320071913000010.pdf"
"103","C:\Users\mauri\HD_Mau\0000753-57.2012.5.03.0153-data-20120629-seq-1530075312000005.pdf"
"104","C:\Users\mauri\HD_Mau\0000782-82.2011.5.03.0108-data-20130910-seq-1080078211000157.pdf"
"105","C:\Users\mauri\HD_Mau\0000801-04.2012.5.03.0060-data-20131007-seq-1041559.pdf"
"106","C:\Users\mauri\HD_Mau\0000804-53.2010.5.03.0019-data-20100628-seq-10173058.pdf"
"107","C:\Users\mauri\HD_Mau\0000804-53.2010.5.03.0019-data-20100803-seq-10615047.pdf"
"108","C:\Users\mauri\HD_Mau\0000804-53.2010.5.03.0019-data-20101015-seq-774990.pdf"
"109","C:\Users\mauri\HD_Mau\0000865-04.2011.5.03.0107-data-20120316-seq-901897.pdf"
"110","C:\Users\mauri\HD_Mau\0000865-04.2011.5.03.0107-data-20120531-seq-777319.pdf"
"111","C:\Users\mauri\HD_Mau\0000872-61-2010-5-04-0023-20110922.rtf"
"112","C:\Users\mauri\HD_Mau\0000947-80.2013.5.03.0037-data-20130910-seq-0370094713000013.pdf"
"113","C:\Users\mauri\HD_Mau\0000969-11.2011.5.03.0005-data-20120420-seq-909676.pdf"
"114","C:\Users\mauri\HD_Mau\0001031-70.2010.5.03.0010-data-20120628-seq-785071(1).pdf"
"115","C:\Users\mauri\HD_Mau\000106-6.doc"
"116","C:\Users\mauri\HD_Mau\000110-9.doc"
"117","C:\Users\mauri\HD_Mau\0001162-39.2010.5.03.0012-data-20120403-seq-0120116210000087.pdf"
"118","C:\Users\mauri\HD_Mau\0001222-55.2010.5.03.0030-data-20110502-seq-0300122210000039.pdf"
"119","C:\Users\mauri\HD_Mau\0001222-55.2010.5.03.0030-data-20110919-seq-861741.pdf"
"120","C:\Users\mauri\HD_Mau\0001222-55.2010.5.03.0030-data-20111128-seq-879695.pdf"
"121","C:\Users\mauri\HD_Mau\0001376-12.2010.5.03.0018-data-20120423-seq-0180137610000133.pdf"
"122","C:\Users\mauri\HD_Mau\0001376-12.2010.5.03.0018-data-20120924-seq-947305.pdf"
"123","C:\Users\mauri\HD_Mau\0001434-18.2011.5.03.0038-data-20120427-seq-0380143411000046.pdf"
"124","C:\Users\mauri\HD_Mau\0001443-61.2011.5.03.0108-data-20111128-seq-292409.pdf"
"125","C:\Users\mauri\HD_Mau\0001443-61.2011.5.03.0108-data-20111202-seq-881054.pdf"
"126","C:\Users\mauri\HD_Mau\000146-7.doc"
"127","C:\Users\mauri\HD_Mau\0001585-47.2011.5.03.0017-data-20120402-seq-905956.pdf"
"128","C:\Users\mauri\HD_Mau\0001585-47.2011.5.03.0017-data-20120517-seq-774546.pdf"
"129","C:\Users\mauri\HD_Mau\0001585-47.2011.5.03.0017-data-20120612-seq-781527.pdf"
"130","C:\Users\mauri\HD_Mau\0001638-37.2011.5.03.0014-data-20111212-seq-0140163811000024.pdf"
"131","C:\Users\mauri\HD_Mau\0001640-69.2011.5.03.0058-data-20120703-seq-928190.pdf"
"132","C:\Users\mauri\HD_Mau\0001866-27.2011.5.03.0106-data-20111117-seq-1060186611000013.pdf"
"133","C:\Users\mauri\HD_Mau\0001866-27.2011.5.03.0106-data-20120322-seq-903353.pdf"
"134","C:\Users\mauri\HD_Mau\0001879-48.2011.5.03.0131-data-20111010-seq-1310187911000017.pdf"
"135","C:\Users\mauri\HD_Mau\0002058-72.2011.5.03.0004-data-20120419-seq-0040205811000017.pdf"
"136","C:\Users\mauri\HD_Mau\0002358-79.2012.5.03.0107-data-20130926-seq-1070235812000019.pdf"
"137","C:\Users\mauri\HD_Mau\000339-5.doc"
"138","C:\Users\mauri\HD_Mau\000342-6.doc"
"139","C:\Users\mauri\HD_Mau\0003556-78.2016.2.00.0000.pdf"
"140","C:\Users\mauri\HD_Mau\000378-5.doc"
"141","C:\Users\mauri\HD_Mau\00039782-5.doc"
"142","C:\Users\mauri\HD_Mau\000446-9.doc"
"143","C:\Users\mauri\HD_Mau\000450-2.doc"
"144","C:\Users\mauri\HD_Mau\0004700-74.2009.5.03.0008-data-20090427-seq-5907675.pdf"
"145","C:\Users\mauri\HD_Mau\0004700-74.2009.5.03.0008-data-20090805-seq-683649.pdf"
"146","C:\Users\mauri\HD_Mau\000489-4ED.doc"
"147","C:\Users\mauri\HD_Mau\000564-2.doc"
"148","C:\Users\mauri\HD_Mau\000685997.pdf"
"149","C:\Users\mauri\HD_Mau\000812-3.doc"
"150","C:\Users\mauri\HD_Mau\000838-9.doc"
"151","C:\Users\mauri\HD_Mau\000979-6.doc"
"152","C:\Users\mauri\HD_Mau\001.pdf"
"153","C:\Users\mauri\HD_Mau\001045-8.doc"
"154","C:\Users\mauri\HD_Mau\00113644520034013800_3-1.DOC"
"155","C:\Users\mauri\HD_Mau\001242-8.doc"
"156","C:\Users\mauri\HD_Mau\001291-8.doc"
"157","C:\Users\mauri\HD_Mau\001322-8.doc"
"158","C:\Users\mauri\HD_Mau\001324-5.doc"
"159","C:\Users\mauri\HD_Mau\001328-0.doc"
"160","C:\Users\mauri\HD_Mau\001329-3.doc"
"161","C:\Users\mauri\HD_Mau\001497-3.doc"
"162","C:\Users\mauri\HD_Mau\001770-5.doc"
"163","C:\Users\mauri\HD_Mau\001786-0.doc"
"164","C:\Users\mauri\HD_Mau\0018300-81.2008.5.03.0111-data-20080822-seq-4167927.pdf"
"165","C:\Users\mauri\HD_Mau\0018300-81.2008.5.03.0111-data-20081209-seq-55466.pdf"
"166","C:\Users\mauri\HD_Mau\0018300-81.2008.5.03.0111-data-20101201-seq-784351.pdf"
"167","C:\Users\mauri\HD_Mau\001837-8 ED.doc"
"168","C:\Users\mauri\HD_Mau\002.pdf"
"169","C:\Users\mauri\HD_Mau\002054-5.doc"
"170","C:\Users\mauri\HD_Mau\002054-5A.doc"
"171","C:\Users\mauri\HD_Mau\002126-6.doc"
"172","C:\Users\mauri\HD_Mau\002134-9.doc"
"173","C:\Users\mauri\HD_Mau\002150-6.doc"
"174","C:\Users\mauri\HD_Mau\002166-4.doc"
"175","C:\Users\mauri\HD_Mau\00226 - Prática do Inquérito Policial.pdf"
"176","C:\Users\mauri\HD_Mau\002313-8.doc"
"177","C:\Users\mauri\HD_Mau\002314-9.doc"
"178","C:\Users\mauri\HD_Mau\002330-0.doc"
"179","C:\Users\mauri\HD_Mau\002410-0.doc"
"180","C:\Users\mauri\HD_Mau\00258-2.doc"
"181","C:\Users\mauri\HD_Mau\00258-2ED.doc"
"182","C:\Users\mauri\HD_Mau\00272-2006-088-03-00-6 RO-Ementa.rtf"
"183","C:\Users\mauri\HD_Mau\002752-8.doc"
"184","C:\Users\mauri\HD_Mau\002911-0.doc"
"185","C:\Users\mauri\HD_Mau\0029700-63.2008.5.03.0056-data-20080516-seq-3353432.pdf"
"186","C:\Users\mauri\HD_Mau\0029700-63.2008.5.03.0056-data-20080911-seq-618602.pdf"
"187","C:\Users\mauri\HD_Mau\0029700-63.2008.5.03.0056-data-20101028-seq-11622336.pdf"
"188","C:\Users\mauri\HD_Mau\0029700-63.2008.5.03.0056-data-20110418-seq-811947.pdf"
"189","C:\Users\mauri\HD_Mau\002971-5.doc"
"190","C:\Users\mauri\HD_Mau\002971-5ED.doc"
"191","C:\Users\mauri\HD_Mau\002TJBAPROV14_001_01.pdf"
"192","C:\Users\mauri\HD_Mau\002TJBAPROV14_001_01_Gab_Definitivo.pdf"
"193","C:\Users\mauri\HD_Mau\002TJBAREMV14_002_04.pdf"
"194","C:\Users\mauri\HD_Mau\002TJBAREMV14_002_04_Gab_Definitivo.pdf"
"195","C:\Users\mauri\HD_Mau\003.pdf"
"196","C:\Users\mauri\HD_Mau\003018-3.doc"
"197","C:\Users\mauri\HD_Mau\003018-3ED.doc"
"198","C:\Users\mauri\HD_Mau\003018-3EDa.doc"
"199","C:\Users\mauri\HD_Mau\003094-0.doc"
"200","C:\Users\mauri\HD_Mau\003140-8.doc"
"201","C:\Users\mauri\HD_Mau\003320-6.doc"
"202","C:\Users\mauri\HD_Mau\003320-6ED.doc"
"203","C:\Users\mauri\HD_Mau\003348-0.doc"
"204","C:\Users\mauri\HD_Mau\003348-3.doc"
"205","C:\Users\mauri\HD_Mau\003348-3ED.doc"
"206","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20090723-seq-6656035.pdf"
"207","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20090821-seq-6914435.pdf"
"208","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20091214-seq-131794.pdf"
"209","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20100517-seq-9714923.pdf"
"210","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20100526-seq-9836247.pdf"
"211","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20101014-seq-773920.pdf"
"212","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20101118-seq-780418.pdf"
"213","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20110218-seq-665603.pdf"
"214","C:\Users\mauri\HD_Mau\0033500-25.2009.5.03.0037-data-20110323-seq-673777.pdf"
"215","C:\Users\mauri\HD_Mau\003378-5.doc"
"216","C:\Users\mauri\HD_Mau\003420-8.doc"
"217","C:\Users\mauri\HD_Mau\003420-8ED.doc"
"218","C:\Users\mauri\HD_Mau\003437-2.doc"
"219","C:\Users\mauri\HD_Mau\003442-0.doc"
"220","C:\Users\mauri\HD_Mau\003494-4ED.doc"
"221","C:\Users\mauri\HD_Mau\003494-9.doc"
"222","C:\Users\mauri\HD_Mau\003498-2.doc"
"223","C:\Users\mauri\HD_Mau\003536-0.doc"
"224","C:\Users\mauri\HD_Mau\003536-0A.doc"
"225","C:\Users\mauri\HD_Mau\003568-9.doc"
"226","C:\Users\mauri\HD_Mau\003578-9.doc"
"227","C:\Users\mauri\HD_Mau\003634-5.doc"
"228","C:\Users\mauri\HD_Mau\003634-5ED.doc"
"229","C:\Users\mauri\HD_Mau\003662-0.doc"
"230","C:\Users\mauri\HD_Mau\003719-3.doc"
"231","C:\Users\mauri\HD_Mau\003798-7.doc"
"232","C:\Users\mauri\HD_Mau\00381-2013 - Elaboração de nota Técnica..pdf"
"233","C:\Users\mauri\HD_Mau\003852-0.doc"
"234","C:\Users\mauri\HD_Mau\003898-6.doc"
"235","C:\Users\mauri\HD_Mau\003918-3.doc"
"236","C:\Users\mauri\HD_Mau\00391_005565[1].pdf"
"237","C:\Users\mauri\HD_Mau\00391_007789[1].pdf"
"238","C:\Users\mauri\HD_Mau\003934-4.doc"
"239","C:\Users\mauri\HD_Mau\003964-2.doc"
"240","C:\Users\mauri\HD_Mau\003_TJBA14-DISC_001_01_prática.pdf"
"241","C:\Users\mauri\HD_Mau\003_TJBA14-DISC_002_02_prática.pdf"
"242","C:\Users\mauri\HD_Mau\004.pdf"
"243","C:\Users\mauri\HD_Mau\004024-6.doc"
"244","C:\Users\mauri\HD_Mau\004024-6ED.doc"
"245","C:\Users\mauri\HD_Mau\004058-9.doc"
"246","C:\Users\mauri\HD_Mau\004076-7.doc"
"247","C:\Users\mauri\HD_Mau\004118-6.doc"
"248","C:\Users\mauri\HD_Mau\004171-3.doc"
"249","C:\Users\mauri\HD_Mau\004190-2.doc"
"250","C:\Users\mauri\HD_Mau\004190-2ED.doc"
"251","C:\Users\mauri\HD_Mau\004286-6.doc"
"252","C:\Users\mauri\HD_Mau\004360-8.doc"
"253","C:\Users\mauri\HD_Mau\004410-6.doc"
"254","C:\Users\mauri\HD_Mau\004462-0.doc"
"255","C:\Users\mauri\HD_Mau\004466-4.doc"
"256","C:\Users\mauri\HD_Mau\004476-4.doc"
"257","C:\Users\mauri\HD_Mau\004492-0.doc"
"258","C:\Users\mauri\HD_Mau\004534-7.doc"
"259","C:\Users\mauri\HD_Mau\004546-4.doc"
"260","C:\Users\mauri\HD_Mau\004564-2.doc"
"261","C:\Users\mauri\HD_Mau\004600-7.doc"
"262","C:\Users\mauri\HD_Mau\004670-5.doc"
"263","C:\Users\mauri\HD_Mau\004784-0.doc"
"264","C:\Users\mauri\HD_Mau\004859-0.doc"
"265","C:\Users\mauri\HD_Mau\004862-4.doc"
"266","C:\Users\mauri\HD_Mau\004921-8.doc"
"267","C:\Users\mauri\HD_Mau\005.pdf"
"268","C:\Users\mauri\HD_Mau\005008-2.doc"
"269","C:\Users\mauri\HD_Mau\005055-5.doc"
"270","C:\Users\mauri\HD_Mau\005108-8.doc"
"271","C:\Users\mauri\HD_Mau\005110-1.doc"
"272","C:\Users\mauri\HD_Mau\005144-7.doc"
"273","C:\Users\mauri\HD_Mau\005296-7.doc"
"274","C:\Users\mauri\HD_Mau\005296-7ED.doc"
"275","C:\Users\mauri\HD_Mau\005404-0.doc"
"276","C:\Users\mauri\HD_Mau\005438-1.doc"
"277","C:\Users\mauri\HD_Mau\005478-2.doc"
"278","C:\Users\mauri\HD_Mau\005483-7.doc"
"279","C:\Users\mauri\HD_Mau\005586-1.doc"
"280","C:\Users\mauri\HD_Mau\005730-0 ED.doc"
"281","C:\Users\mauri\HD_Mau\005730-0.doc"
"282","C:\Users\mauri\HD_Mau\005742-0.doc"
"283","C:\Users\mauri\HD_Mau\005828-2.doc"
"284","C:\Users\mauri\HD_Mau\005988-0.doc"
"285","C:\Users\mauri\HD_Mau\006.pdf"
"286","C:\Users\mauri\HD_Mau\006028-2.doc"
"287","C:\Users\mauri\HD_Mau\006072-4.doc"
"288","C:\Users\mauri\HD_Mau\006076-9.doc"
"289","C:\Users\mauri\HD_Mau\006116-4.doc"
"290","C:\Users\mauri\HD_Mau\006156-8.doc"
"291","C:\Users\mauri\HD_Mau\006190-7.doc"
"292","C:\Users\mauri\HD_Mau\006256-3.doc"
"293","C:\Users\mauri\HD_Mau\006302-2.doc"
"294","C:\Users\mauri\HD_Mau\006307-0.doc"
"295","C:\Users\mauri\HD_Mau\006332-9.doc"
"296","C:\Users\mauri\HD_Mau\006332-9A.doc"
"297","C:\Users\mauri\HD_Mau\006332-9ED.doc"
"298","C:\Users\mauri\HD_Mau\006372-6A.doc"
"299","C:\Users\mauri\HD_Mau\006603-2.doc"
"300","C:\Users\mauri\HD_Mau\006604-6.doc"
"301","C:\Users\mauri\HD_Mau\006604-6A.doc"
"302","C:\Users\mauri\HD_Mau\006609-4.doc"
"303","C:\Users\mauri\HD_Mau\006619-4.doc"
"304","C:\Users\mauri\HD_Mau\006666-0.doc"
"305","C:\Users\mauri\HD_Mau\006666-0ED.doc"
"306","C:\Users\mauri\HD_Mau\0067-2013-NI-VIJUR - Encaminha Mem.033-2013-VIGEP.pdf"
"307","C:\Users\mauri\HD_Mau\006707-6.doc"
"308","C:\Users\mauri\HD_Mau\006750-7.doc"
"309","C:\Users\mauri\HD_Mau\006786-4.doc"
"310","C:\Users\mauri\HD_Mau\007.pdf"
"311","C:\Users\mauri\HD_Mau\007014-6.doc"
"312","C:\Users\mauri\HD_Mau\007014-6A.doc"
"313","C:\Users\mauri\HD_Mau\007074-2.doc"
"314","C:\Users\mauri\HD_Mau\007094-3.doc"
"315","C:\Users\mauri\HD_Mau\007157-2.doc"
"316","C:\Users\mauri\HD_Mau\007196-6.doc"
"317","C:\Users\mauri\HD_Mau\007262-6.doc"
"318","C:\Users\mauri\HD_Mau\007362-8.doc"
"319","C:\Users\mauri\HD_Mau\007394-0.doc"
"320","C:\Users\mauri\HD_Mau\007394-0A.doc"
"321","C:\Users\mauri\HD_Mau\007394-0B.doc"
"322","C:\Users\mauri\HD_Mau\007446-5.doc"
"323","C:\Users\mauri\HD_Mau\007476-5.doc"
"324","C:\Users\mauri\HD_Mau\007504-9.doc"
"325","C:\Users\mauri\HD_Mau\007683-1.doc"
"326","C:\Users\mauri\HD_Mau\007712-1.doc"
"327","C:\Users\mauri\HD_Mau\007820-1.doc"
"328","C:\Users\mauri\HD_Mau\007858-2.doc"
"329","C:\Users\mauri\HD_Mau\007874-7.doc"
"330","C:\Users\mauri\HD_Mau\007874-7A.doc"
"331","C:\Users\mauri\HD_Mau\007874-7ED.doc"
"332","C:\Users\mauri\HD_Mau\007900-4.doc"
"333","C:\Users\mauri\HD_Mau\007965-6.doc"
"334","C:\Users\mauri\HD_Mau\007968-7 ED.doc"
"335","C:\Users\mauri\HD_Mau\007968-7.doc"
"336","C:\Users\mauri\HD_Mau\008.pdf"
"337","C:\Users\mauri\HD_Mau\008052-0.doc"
"338","C:\Users\mauri\HD_Mau\008182-0.doc"
"339","C:\Users\mauri\HD_Mau\008194-0.doc"
"340","C:\Users\mauri\HD_Mau\008335-8.doc"
"341","C:\Users\mauri\HD_Mau\008363-1 ED.doc"
"342","C:\Users\mauri\HD_Mau\008384-0.doc"
"343","C:\Users\mauri\HD_Mau\008420-2.doc"
"344","C:\Users\mauri\HD_Mau\008456-2.doc"
"345","C:\Users\mauri\HD_Mau\008528-3.doc"
"346","C:\Users\mauri\HD_Mau\008528-3ED.doc"
"347","C:\Users\mauri\HD_Mau\008553-0.doc"
"348","C:\Users\mauri\HD_Mau\008581-0.doc"
"349","C:\Users\mauri\HD_Mau\00858200907502002.pdf"
"350","C:\Users\mauri\HD_Mau\008703-2.doc"
"351","C:\Users\mauri\HD_Mau\008724-1.doc"
"352","C:\Users\mauri\HD_Mau\00876200902102002.pdf"
"353","C:\Users\mauri\HD_Mau\008772-1.doc"
"354","C:\Users\mauri\HD_Mau\008772-1ED.doc"
"355","C:\Users\mauri\HD_Mau\008813-3.doc"
"356","C:\Users\mauri\HD_Mau\00888200906302009.pdf"
