"ID","Path","Pasta","Nome","Ext"
"25","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\(Tese) SALGADO, Eneida Desiree - princípios constitucionais estruturantes do direito eleitoral.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio","(Tese) SALGADO, Eneida Desiree - princípios constitucionais estruturantes do direito eleitoral.pdf",".pdf"
"26","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPDFT\2021\Pgmto GRU - 02533258113 (1).pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\MPDFT\2021","Pgmto GRU - 02533258113 (1).pdf",".pdf"
"27","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\O pacto federativo em questão - MARIA TEREZA SADECK.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO","O pacto federativo em questão - MARIA TEREZA SADECK.pdf",".pdf"
"28","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\e-mail Rogério Arantes.pdf","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica","e-mail Rogério Arantes.pdf",".pdf"
"29","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\NOTION\Prompt para estruturar base.txt","05 - Jurídico e trabalho\TSE\ONE DRIVE\NOTION","Prompt para estruturar base.txt",".txt"
"30","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL","Semana 13 - Cuidado e direito - sobre interpretação e mulheridades.pdf",".pdf"
"31","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\1. AULAS EM PDFs\21. Jurisprudência Estratégica.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\1. AULAS EM PDFs","21. Jurisprudência Estratégica.txt",".txt"
"32","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2024 - Ana Carolina - Recibo_retificado.pdf","04 - Imóveis\MYKONOS","IRPF 2024 - Ana Carolina - Recibo_retificado.pdf",".pdf"
"33","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\FORMGEOPI1-003 - DECLARAÇÃO DE AUSÊNCIA DE VINCULO - v.01 - Maurício.docx","04 - Imóveis\MYKONOS","FORMGEOPI1-003 - DECLARAÇÃO DE AUSÊNCIA DE VINCULO - v.01 - Maurício.docx",".docx"
"34","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Gilberto Bercovivi\CONCRETIZAÇÃO DO PACTO COOPERATIVO - Painel.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Gilberto Bercovivi","CONCRETIZAÇÃO DO PACTO COOPERATIVO - Painel.pdf",".pdf"
"35","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\13.23%\1028483-57.2020.4.01.0000 - acórdão AR.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\13.23%","1028483-57.2020.4.01.0000 - acórdão AR.pdf",".pdf"
"36","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\CRIMP_Douglas_Mourning_and_militancy(compactado-Smallpdf).pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS","CRIMP_Douglas_Mourning_and_militancy(compactado-Smallpdf).pdf",".pdf"
"37","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Pesquisa empírica\Jurimetria\HADDAD, Ricardo Nussrala - A motivação das decisões judiciais e a jurimetria.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Pesquisa empírica\Jurimetria","HADDAD, Ricardo Nussrala - A motivação das decisões judiciais e a jurimetria.pdf",".pdf"
"38","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1932.pdf","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica","1932.pdf",".pdf"
"39","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\Sustentação Oral.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD","Sustentação Oral.pdf",".pdf"
"40","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\CURSOS\Improbidade administrativa\Fichamento.docx","05 - Jurídico e trabalho\TSE\CURSOS\Improbidade administrativa","Fichamento.docx",".docx"
"41","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\CURSOS\Tutelas provisórias\Tutelas provisórias e impactos do novo CPC na Justiça Eleitoral.docx","05 - Jurídico e trabalho\TSE\CURSOS\Tutelas provisórias","Tutelas provisórias e impactos do novo CPC na Justiça Eleitoral.docx",".docx"
"42","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA\DOC. 5 - 1º Resultado da avaliação de títulos - 6_6_24.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA","DOC. 5 - 1º Resultado da avaliação de títulos - 6_6_24.pdf",".pdf"
"43","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL","Semana 5 - Melancolia e racismo - sobre lutas e apagamentos.pdf",".pdf"
"44","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\(Dissertação) ZALAMENA, Juliana Costa Meinerz - Judicialização, competição política local e eleições municipais no RS.pdf","06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES","(Dissertação) ZALAMENA, Juliana Costa Meinerz - Judicialização, competição política local e eleições municipais no RS.pdf",".pdf"
"45","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\(Dissertação) COELHO, Margarete de Castro - A democracia na encruzilhada.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES","(Dissertação) COELHO, Margarete de Castro - A democracia na encruzilhada.pdf",".pdf"
"46","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\NORMAS INTERNAS\Res.-CSMPF 148_2014 - Org CCR.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\NORMAS INTERNAS","Res.-CSMPF 148_2014 - Org CCR.pdf",".pdf"
"47","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2018\VIEIRA, Tarcísio - Proibição de promoção pessoal na publicidade institucional.PDF","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2018","VIEIRA, Tarcísio - Proibição de promoção pessoal na publicidade institucional.PDF",".PDF"
"48","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\DENTISTA\Pgmto - placa dentária.pdf","02 - Saúde\DENTISTA","Pgmto - placa dentária.pdf",".pdf"
"49","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\DOCxs de concurso\DIREITO INTERNACIONAL.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\DOCxs de concurso","DIREITO INTERNACIONAL.docx",".docx"
"50","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1935.docx","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica","1935.docx",".docx"
"51","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PROCESSO PENAL\DOD - Nulidades 2.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PROCESSO PENAL","DOD - Nulidades 2.txt",".txt"
"52","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\SEDEG\CPF - Alexandre de Moraes.pdf","05 - Jurídico e trabalho\TSE\SEDEG","CPF - Alexandre de Moraes.pdf",".pdf"
"53","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\Averbação de tempo de serviço.pdf","05 - Jurídico e trabalho\TSE\POSSE","Averbação de tempo de serviço.pdf",".pdf"
"54","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL\infrações - SEAQUA - Decreto 64.456.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL","infrações - SEAQUA - Decreto 64.456.pdf",".pdf"
"55","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença\(2009)_Sentença Criminal TRF1 - XIII concurso (1).pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença","(2009)_Sentença Criminal TRF1 - XIII concurso (1).pdf",".pdf"
"56","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\EDITAL\Conteúdo Programático.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\EDITAL","Conteúdo Programático.pdf",".pdf"
"57","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\RELATÓRIO DE GESTÃO 2023\Checklist.docx","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\RELATÓRIO DE GESTÃO 2023","Checklist.docx",".docx"
"58","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Endividamento Público nos EUA e no Brasil - FGV.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária","Endividamento Público nos EUA e no Brasil - FGV.pdf",".pdf"
"59","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença\(2024)_Sentença Criminal TRF2 - XVIII concurso.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença","(2024)_Sentença Criminal TRF2 - XVIII concurso.pdf",".pdf"
"60","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil\Democracia Representativa - do modo e da maneira de votar.pdf","06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Joaquim Francisco de Assis Brasil","Democracia Representativa - do modo e da maneira de votar.pdf",".pdf"
"61","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 216 NORTE\IPTU 2017\Ago_2017.pdf","04 - Imóveis\APTO 216 NORTE\IPTU 2017","Ago_2017.pdf",".pdf"
"62","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Parcelas\20a parcela - pgmto.pdf","08 - Veículos\CRUZE\Parcelas","20a parcela - pgmto.pdf",".pdf"
"63","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIOS 2 e 3\FAJARDO, Diego de Saavedra - Empresas políticas - Empresa 21.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIOS 2 e 3","FAJARDO, Diego de Saavedra - Empresas políticas - Empresa 21.pdf",".pdf"
"64","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\ENAC\Comprovante de pgmto.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\ENAC","Comprovante de pgmto.pdf",".pdf"
"65","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO 2 - Valcir Gassen\Exclusão do ICMS da base de cálculo do PIS e da COFINS\Parecer MPF AREsp nº. 593627.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO 2 - Valcir Gassen\Exclusão do ICMS da base de cálculo do PIS e da COFINS","Parecer MPF AREsp nº. 593627.pdf",".pdf"
"66","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\DISCURSIVA\Pontos - prova discursiva.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\DISCURSIVA","Pontos - prova discursiva.docx",".docx"
"67","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Condomínio\Pgmto (6).pdf","04 - Imóveis\APTO 409 SUL\Condomínio","Pgmto (6).pdf",".pdf"
"68","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Epson - erro na digitalização para PC.docx","10 - Tecnologia e dispositivos","Epson - erro na digitalização para PC.docx",".docx"
"69","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\AGRAVO DE INSTRUMENTO\Decisões semelhantes - 1053605-18.2024.4.01.3400_2139230476.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\AGRAVO DE INSTRUMENTO","Decisões semelhantes - 1053605-18.2024.4.01.3400_2139230476.pdf",".pdf"
"70","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Abordagem histórica\Resumo - Mapeando a Atuação da Justiça Eleitoral.docx","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Abordagem histórica","Resumo - Mapeando a Atuação da Justiça Eleitoral.docx",".docx"
"71","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\CONLE\SESSÕES PLENÁRIAS\Prompt Parecer Emendas de Plenário APROVA.rtf","05 - Jurídico e trabalho\CONLE\SESSÕES PLENÁRIAS","Prompt Parecer Emendas de Plenário APROVA.rtf",".rtf"
"72","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Temas Quentes para Fase Escrita\Direito Previdenciário.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Temas Quentes para Fase Escrita","Direito Previdenciário.pdf",".pdf"
"73","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\Documentos para inscrição\Certidão de quitação eleitoral.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\Documentos para inscrição","Certidão de quitação eleitoral.pdf",".pdf"
"74","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Cadernos\Lei de abuso de autoridade.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Cadernos","Lei de abuso de autoridade.docx",".docx"
"75","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\ELECTORAL JUSTICE - The international IDEA Handbook.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio","ELECTORAL JUSTICE - The international IDEA Handbook.pdf",".pdf"
"76","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Dívida Pública\LOPREATO - O colapso das finanças estaduais e a crise da federação.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Dívida Pública","LOPREATO - O colapso das finanças estaduais e a crise da federação.pdf",".pdf"
"77","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGDF\Avaliação de programa de integridade de PJ.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGDF","Avaliação de programa de integridade de PJ.pdf",".pdf"
"78","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\ARQUIVOS\Títulos magistratura.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\ARQUIVOS","Títulos magistratura.pdf",".pdf"
"79","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\(Voto) - ADI 5028 - Min. Barroso.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio","(Voto) - ADI 5028 - Min. Barroso.pdf",".pdf"
"80","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\CASTRO, Alexander - Max Weber e história do direito - Fundamentos empíricos e historiográficos da soc. jur. Weberiana.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio","CASTRO, Alexander - Max Weber e história do direito - Fundamentos empíricos e historiográficos da soc. jur. Weberiana.pdf",".pdf"
"81","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL\serviços ambientais - Decreto 66.549.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL","serviços ambientais - Decreto 66.549.pdf",".pdf"
"82","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Pesquisa empírica\Seminário de tese - REBECCA LEMOS IGREJA.pdf","06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Pesquisa empírica","Seminário de tese - REBECCA LEMOS IGREJA.pdf",".pdf"
"83","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA\DOC. 4 - Homologação.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA","DOC. 4 - Homologação.pdf",".pdf"
"84","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\MARIA PIA GUERRA\SCHEPPELE, Kim. On being the subject of the rule of law.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\MARIA PIA GUERRA","SCHEPPELE, Kim. On being the subject of the rule of law.pdf",".pdf"
