"Acao","De","Para"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Comprovante de Situação Cadastral no CPF - Maurício - 2025-11-17 (CD Exames e Posse).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CPF\Comprovante de Situação Cadastral no CPF - Maurício - 2025-11-17 (CD Exames e Posse).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Comprovante de residência Vivo - Maurício - ref. 10-2025.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Comprovantes de residência\Comprovante de residência Vivo - Maurício - ref. 10-2025.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão negativa cível TJDFT 1ª e 2ª instâncias - Maurício (2025-11-17) - CD.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão negativa cível TJDFT 1ª e 2ª instâncias - Maurício (2025-11-17) - CD.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão de quitação eleitoral (2025-11-17).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Eleitoral\Certidão de quitação eleitoral (2025-11-17).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão de casamento Maurício e Carol - matrícula 156976.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão de casamento Maurício e Carol - matrícula 156976.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão Criminal Negativa TJDFT - Maurício Augusto - até 2025-11-17.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão Criminal Negativa TJDFT - Maurício Augusto - até 2025-11-17.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão Criminal Negativa Justiça Federal TRF1 nº 2251263-2025 - 2025-11-17.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão Criminal Negativa Justiça Federal TRF1 nº 2251263-2025 - 2025-11-17.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\AGRAVO DE INSTRUMENTO\DOC. 1 - Carteira de Identidade Funcional TSE - Maurício Augusto.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Identidade\DOC. 1 - Carteira de Identidade Funcional TSE - Maurício Augusto.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\Declaração de antecedentes criminais - posse TSE.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Declaração de antecedentes criminais - posse TSE.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\Certidão de quitação eleitoral nº 2 - Maurício Augusto - 2016-05-02.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Eleitoral\Certidão de quitação eleitoral nº 2 - Maurício Augusto - 2016-05-02.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\16 - Certidão de quitação eleitoral - Maurício Augusto Chiaramonte Vieira - 2016-05-02.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Eleitoral\16 - Certidão de quitação eleitoral - Maurício Augusto Chiaramonte Vieira - 2016-05-02.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\13.23%\Comprovante de endereço - fatura Neoenergia - Maurício (SQS 409, Asa Sul).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Comprovantes de residência\Comprovante de endereço - fatura Neoenergia - Maurício (SQS 409, Asa Sul).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Certidão de Tempo de Serviço Militar - EsPCEx - nº 64510.011573 2023-96.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Militar\Certidão de Tempo de Serviço Militar - EsPCEx - nº 64510.011573 2023-96.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Comprovante de Situação Cadastral no CPF - Maurício - 2026-01-02 (OAB).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CPF\Comprovante de Situação Cadastral no CPF - Maurício - 2026-01-02 (OAB).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de endereço - fatura Telefônica Vivo - 2026-01 - APTO Mykonos.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Comprovantes de residência\Comprovante de endereço - fatura Telefônica Vivo - 2026-01 - APTO Mykonos.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Certidão de casamento - Maurício e Ana Carolina - matrícula 156976 (Cartório Colorado, 2021).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão de casamento - Maurício e Ana Carolina - matrícula 156976 (Cartório Colorado, 2021).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\BRB\Comprovante de residência - fatura Claro - venc. 2024-10-20.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Comprovantes de residência\Comprovante de residência - fatura Claro - venc. 2024-10-20.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\e-Título eleitoral com QR Code - Maurício Augusto Chiaramonte Vieira (emissão 2020-03-05).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Eleitoral\e-Título eleitoral com QR Code - Maurício Augusto Chiaramonte Vieira (emissão 2020-03-05).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Comprovante de endereço - fatura Telefônica 12-2025 - SQSW 105 - OAB.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Comprovantes de residência\Comprovante de endereço - fatura Telefônica 12-2025 - SQSW 105 - OAB.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Certidão de Quitação Eleitoral TSE - Maurício - 2026-01-02 (OAB).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Eleitoral\Certidão de Quitação Eleitoral TSE - Maurício - 2026-01-02 (OAB).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Certidão criminal negativa TRF6 - 2026-01-02 - OAB.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão criminal negativa TRF6 - 2026-01-02 - OAB.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Certidão Criminal Negativa TJDFT - até 2026-01-02.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão Criminal Negativa TJDFT - até 2026-01-02.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\OAB\Certidão Criminal Negativa Justiça Federal TRF1 nº 2453410 2026 - Maurício (OAB).pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Certidões\Certidão Criminal Negativa Justiça Federal TRF1 nº 2453410 2026 - Maurício (OAB).pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\RG - DF - MAURÍCIO.jpg","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Identidade\RG - DF - MAURÍCIO.jpg"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CNH-e - Maurício Augusto Chiaramonte Vieira.pdf","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Identidade\CNH-e - Maurício Augusto Chiaramonte Vieira.pdf"
"Mover","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Carteira de ID - DF.jpeg","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Identidade\Carteira de ID - DF.jpeg"
"Lixeira","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Processo seletivo - Doutorado - 2023\Certificado de Dispensa de Incorporação - RA 30.026.395088-7.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certificado de Dispensa de Incorporação - Maurício Augusto Chiaramonte Vieira.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\TÍTULOS\Carteira de Identidade DF - app e-Identidade.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\ENAM\ENAM 2\RG DF - Maurício - ENAM 2.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Identidade (RG) - Maurício.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\BRB\Maurício\RG - Maurício (App e-Identidade) - BRB.pdf.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\RG DF - Maurício Augusto Chiaramonte Vieira (e-Identidade).pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de Situação Cadastral no CPF - Maurício - 2026-01-02.pdf",""
"Lixeira","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\BRB\Certidão de casamento - Maurício e Ana Carolina - 2021.pdf",""
