partido,categoria,pagina,arquivo_pdf,fonte_texto_usada,trecho
PT,reserva_ou_paridade_genero_direcao,8,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"de mulheres e 50% de homens). W = na composição final das instâncias de direção, 20% [vinte por cento) de seus membros deverão ter menos de 30 (trinta) anos de idade, e deverá, ainda, ser cumprido critério étnico racial a ser definido pelo Diretório Nacional, observada a composição populacional de filiados e filiadas ao Partido e tomando como referência a participação minima de 20% (vinte por cento) nas direções partidárias; VI — será assegurado o registro de chapas incompletas, desde que sejam inscritos, no minimo, 30% [trinta por cento) de nomes no caso da direção nacional e de órgãos e delegações nacionais, e 50% [cinquenta por cento) quando se tratar das chapas em nivel estadual, municipal ou zonal, cujos percentuais serão calculados sobre o número total das vagas em disputa; Vil — as chapas para a direção nacional deverão ter, em sua composição, filiados e filiadas em, no mínimo, nove Estados da Federação; Vill — só serão considerados válidos os votos dados às chapas; IX — as chapas deverão garantir, no preenchimento das vagas que lhes forem atribuídas, o percentual minimo a que se referem os incisos IV e V deste artigo; X-o preenchimento das vagas para as direções, órgãos e delegações observará estritamente a orde"
PT,reserva_ou_paridade_genero_direcao,8,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"ção do presidente ou da presidenta das instâncias zonais, municipais, estaduais e nacional será realizada em votação separada; IV — as direções partidárias, delegações e cargos com função especifica de secretarias deverão ter paridade de gênero (50% de mulheres e 50% de homens). W = na composição final das instâncias de direção, 20% [vinte por cento) de seus membros deverão ter menos de 30 (trinta) anos de idade, e deverá, ainda, ser cumprido critério étnico racial a ser definido pelo Diretório Nacional, observada a composição populacional de filiados e filiadas ao Partido e tomando como referência a participação minima de 20% (vinte por cento) nas direções partidárias; VI — será assegurado o registro de chapas incompletas, desde que sejam inscritos, no minimo, 30% [trinta por cento) de nomes no caso da direção nacional e de órgãos e delegações nacionais, e 50% [cinquenta por cento) quando se tratar das chapas em nivel estadual, municipal ou zonal, cujos percentuais serão calculados sobre o número total das vagas em disputa; Vil — as chapas para a direção nacional deverão ter, em sua composição, filiados e filiadas em, no mínimo, nove Estados da Federação; Vill — só serão considerados válidos os votos dados às chapas; IX"
PT,reserva_ou_paridade_genero_direcao,8,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"io da proporcionalidade será estritamente observado na composição final de delegações, instâncias e organismos, em todas as eleições em que houver disputa de chapas, garantindo-se, à chapa que obtiver maioria absoluta dos votos válidos, o preenchimento da maioria absoluta das vagas; Ill — a eleição do presidente ou da presidenta das instâncias zonais, municipais, estaduais e nacional será realizada em votação separada; IV — as direções partidárias, delegações e cargos com função especifica de secretarias deverão ter paridade de gênero (50% de mulheres e 50% de homens). W = na composição final das instâncias de direção, 20% [vinte por cento) de seus membros deverão ter menos de 30 (trinta) anos de idade, e deverá, ainda, ser cumprido critério étnico racial a ser definido pelo Diretório Nacional, observada a composição populacional de filiados e filiadas ao Partido e tomando como referência a participação minima de 20% (vinte por cento) nas direções partidárias; VI — será assegurado o registro de chapas incompletas, desde que sejam inscritos, no minimo, 30% [trinta por cento) de nomes no caso da direção nacional e de órgãos e delegações nacionais, e 50% [cinquenta por cento) quando se tratar das chapas em nivel estadual, m"
PT,reserva_ou_paridade_genero_direcao,8,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"0 Do 'apó 49 H - o principio da proporcionalidade será estritamente observado na composição final de delegações, instâncias e organismos, em todas as eleições em que houver disputa de chapas, garantindo-se, à chapa que obtiver maioria absoluta dos votos válidos, o preenchimento da maioria absoluta das vagas; Ill — a eleição do presidente ou da presidenta das instâncias zonais, municipais, estaduais e nacional será realizada em votação separada; IV — as direções partidárias, delegações e cargos com função especifica de secretarias deverão ter paridade de gênero (50% de mulheres e 50% de homens). W = na composição final das instâncias de direção, 20% [vinte por cento) de seus membros deverão ter menos de 30 (trinta) anos de idade, e deverá, ainda, ser cumprido critério étnico racial a ser definido pelo Diretório Nacional, observada a composição populacional de filiados e filiadas ao Partido e tomando como referência a participação minima de 20% (vinte por cento) nas direções partidárias; VI — será assegurado o registro de chapas incompletas, desde que sejam inscritos, no minimo, 30% [trinta por cento) de nomes no caso da direção nacional e de órgãos e delegaç"
PT,orgao_movimento_mulheres_ou_violencia_politica,1,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"NTO. 1. O Partido dos Trabalhadores (PT) requer o registro de alterações promovidas em seu estatuto, aprovadas em reunião do Diretório Nacional. 2. Não foram apresentadas impugnações. Parecer da d. Procuradoria- Geral Eleitoral pelo deferimento. 3. As alterações descritas na ata da convenção nacional (inclusão do inciso X e do § 4º no art. 14 e do inciso XVII no art. 227) se destinam a adequar o Estatuto do partido à Lei 14.192/2021, que estabelece normas para prevenir, reprimir e combater a violência política contra a mulher, como determinado nos arts. 7º da Lei 14.192/2021 e 15, X, da Lei 9.096/95. 4. Pedido de anotação de alterações estatutárias deferido."
PT,orgao_movimento_mulheres_ou_violencia_politica,1,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"AÇÃO. DISPOSITIVOS. DEFERIMENTO. 1. O Partido dos Trabalhadores (PT) requer o registro de alterações promovidas em seu estatuto, aprovadas em reunião do Diretório Nacional. 2. Não foram apresentadas impugnações. Parecer da d. Procuradoria- Geral Eleitoral pelo deferimento. 3. As alterações descritas na ata da convenção nacional (inclusão do inciso X e do § 4º no art. 14 e do inciso XVII no art. 227) se destinam a adequar o Estatuto do partido à Lei 14.192/2021, que estabelece normas para prevenir, reprimir e combater a violência política contra a mulher, como determinado nos arts. 7º da Lei 14.192/2021 e 15, X, da Lei 9.096/95. 4. Pedido de anotação de alterações estatutárias deferido."
PT,orgao_movimento_mulheres_ou_violencia_politica,2,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"rança, para defesa de direitos, da moralidade administrativa, do meio ambiente, do patrimônio público e cultural e outros interesses difusos dos cidadãos e cidadãs, filiados ou não ao Partido. CAPÍTULO II DOS OBJETIVOS E ATUAÇÃO Art. 3º. O Partido dos Trabalhadores atuará em Ambito nacional com estrita observância deste Estatuto e de seus Manifesto, Programa, demais documentos aprovados na Convenção Nacional de 1981, nos Encontros Nacionais e Congressos, nos quais estão expressos seus objetivos. CAPITULO Ill DA FILIAÇÃO PARTIDÁRIA Art. 4º, Filiado ou fiada do Partido dos Trabalhadores é qualquer homem ou mulher a partir de 16 (dezesseis) anos que manifeste concordância com este Estatuto e com os demais documentos básicos nacionais do Partido, que seja admitido pela Comissão Executiva do Diretório Municipal ou pela do Diretório Zonal ou, na falta ou impedimento dessas, pela Comissão Executiva da instância superior. ‘i ( fa."
PT,orgao_movimento_mulheres_ou_violencia_politica,5,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"no caso de parlamentar, por decisão conjunta com a respectiva bancada, precedida de debate amplo e público; XVI — aderir, a qualquer momento, a um dos setoriais partidários, nos termos deste Estatuto. Art. 14. São deveres do filiado ou da filiada: \— participar das atividades do Partido, difundir as ideias e propostas partidárias; li= combater todas as manifestações de discriminação em relação à etnia, aos portadores e às portadoras de deficiência física, aos idosos e às idosas, assim como qualquer outra forma de discriminação social, de gênero, de orientação sexual, de cor ou raça, idade ou religião; é) / 4 A 1"
PT,fundo_partidario_programas_mulheres_5pct,31,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"he assegurada, ainda, a participação em outro Setorial de sua preferência, nesse caso apenas com direito a voz; $32; Para efeito do disposto neste artigo, o Diretório Nacional deverá regulamentar a adesão setorial, inclusive através de meto eletrônico, definindo formulário nacional próprio que deverá ser preenchido pelo interessado e registrado junto ao Diretório Estadual correspondente. §4% As listagens das adesões setoriais ocorridas no pais deverão ser, a cada ano, atualizadas pela instância de direção nacional; 65%: As direções e delegações setoriais, em todos os níveis, serão eleitas em Encontros a cada quatro anos, de forma intercalada à realização do PED, conforme calendário e Regulamento a ser definido pelo Diretório Nacional. Art. 135. As mulheres filiadas ao PT poderão atuar no Setorial de Mulheres com direito a voz e voto e poderão, ainda, optar pela participação em outro setorial, igualmente com direito a voz e voto. Art. 136. Filiados e filiadas com até 29 anos de Idade, com direito à voz e voto na Juventude do PT, poderão optar pela participação em outro setorial igualmente com direito a voz e voto. Art, 137, Os participantes do Setorial de Combate ao Racismo com direito à voz ¢ voto poderão optar pela part"
PT,fundo_partidario_programas_mulheres_5pct,45,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"l Superior Eleitoral, serão aplicados nas seguintes atividades: a) manutenção das sedes e serviços do Partido, permitido o pagamento de pessoal, a qualquer título, este último até o limite máximo de 20% [vinte por cento) do total recebido: b) propaganda doutrinária e política; c) filiação e campanhas eleitorais: dj criação e manutenção de Fundação ou Instituto de Pesquisa e de doutrinação política, sendo esta aplicação de no minimo 20% [vinte por cento) do total recebido; ej na criação é manutenção de programas de promoção e difusão da participação política das mulheres, sendo esta aplicação de no minimo 5% {cinco por cento) do total recebido. Art, 201. Descontados os 20% (vinte por cento), pelo menos, de que trata o inciso IV do artigo dá da Lei nº 9.096/95, os demais recursos do Fundo Partidário serão divididos, redistribuides e repassados aos órgãos de direção partidária de acordo com as normas estabelecidas neste Estatuto. Art, 202. Efetuado o desconto de que trata o artigo anterior, os recursos do Fundo Partidário serão divididos da seguinte forma: aj 60% [sessenta por cento) serão destinados à instância nacional de direção; bj 40% (quarenta por cento) serão destinados às instâncias estaduais de direção, na forma es"
PT,conta_bancaria_especifica_fundo_partidario,46,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,Estatutos/_analise_notion/PT_estatuto_atual_ocr.txt,"evistos neste artigo deverão ser adotados pelas instâncias inferiores, obedecida a hierarquia partidária. Art. 208. Como forma de democratizar as atividades especificadas no orçamento, podem ser estabelecidos rateios de despesas entre instâncias é taxas de inscrição. Art. 209. As instâncias partidárias, em cada nivel, ficam obrigadas a reservar, mensalmente, 5% (cinco por cento) da receita partidária para a constituição do Fundo Eleitoral Interno (FEI). Parágrafo único: Os recursos do FEI deverão ser depositados em conta bancária especifica e servirão para cobrir as despesas com a realização do PED, prévias, encontros setoriais e congressos da JPT, | (i | } a 45 la"
PCdoB,reserva_ou_paridade_genero_direcao,30,Estatutos/04_PCdoB/001_Estatuto_do_Partido_de_17_10_2021_PDF_aprovado_em_24_02_2022.pdf,Estatutos/_analise_notion/PCdoB_estatuto_atual_ocr.txt,"ção de suas militantes e quadros, definindo políticas de ampliação da sua participação nas diversas instâncias partidárias, e nos seus cursos de formação. Parágrafo 1º — Será realizado um processo efetivo para atingir a participação paritária de mulheres e homens nos Comitês partidários e nos seus respectivos órgãos de direção, como Comissão Política e Comissão Executiva, assim como na lista de delegados(as) às Conferências e aos Congressos, nos termos do Regimento partidário, e será garantida a eleição de no mínimo 30% (trinta por cento) de cada gênero, a ser regulamentada no Regimento do Partido. Parágrafo 2º — O Partido deve investir anualmente um percentual dos recursos recebidos do Fundo Partidário, conforme previsto em lei, para a criação e manutenção de programas de promoção da emancipação e da participação política das mulheres. ARTIGO 54 O Comité Central convocará periodicamente uma Conferência Nacional sobre a Emancipação das Mulheres para elaborar e implementar políticas sob a ótica de gênero, consoante com as demandas da emancipação das mulheres e sua participação na luta transformadora, bem como na vida partidária. ARTIGO 55 A Conferência Nacional do PCdoB sobre a Emancipação das Mulheres constituirá um Fóru"
PCdoB,reserva_ou_paridade_genero_direcao,30,Estatutos/04_PCdoB/001_Estatuto_do_Partido_de_17_10_2021_PDF_aprovado_em_24_02_2022.pdf,Estatutos/_analise_notion/PCdoB_estatuto_atual_ocr.txt,"aldade de direitos entre gêneros, e combate a todas as formas de violência e preconceito contra as mulheres; estimula a participação nas entidades comprometidas com esta causa; e proporciona a preparação e formação de suas militantes e quadros, definindo políticas de ampliação da sua participação nas diversas instâncias partidárias, e nos seus cursos de formação. Parágrafo 1º — Será realizado um processo efetivo para atingir a participação paritária de mulheres e homens nos Comitês partidários e nos seus respectivos órgãos de direção, como Comissão Política e Comissão Executiva, assim como na lista de delegados(as) às Conferências e aos Congressos, nos termos do Regimento partidário, e será garantida a eleição de no mínimo 30% (trinta por cento) de cada gênero, a ser regulamentada no Regimento do Partido. Parágrafo 2º — O Partido deve investir anualmente um percentual dos recursos recebidos do Fundo Partidário, conforme previsto em lei, para a criação e manutenção de programas de promoção da emancipação e da participação política das mulheres. ARTIGO 54 O Comité Central convocará periodicamente uma Conferência Nacional sobre a Emancipação das Mulheres para elaborar e implementar políticas sob a ótica de gênero, consoante"
PCdoB,reserva_ou_paridade_genero_direcao,30,Estatutos/04_PCdoB/001_Estatuto_do_Partido_de_17_10_2021_PDF_aprovado_em_24_02_2022.pdf,Estatutos/_analise_notion/PCdoB_estatuto_atual_ocr.txt,"vida interna. O Partido promove a luta pela emancipação das mulheres, pela igualdade de direitos entre gêneros, e combate a todas as formas de violência e preconceito contra as mulheres; estimula a participação nas entidades comprometidas com esta causa; e proporciona a preparação e formação de suas militantes e quadros, definindo políticas de ampliação da sua participação nas diversas instâncias partidárias, e nos seus cursos de formação. Parágrafo 1º — Será realizado um processo efetivo para atingir a participação paritária de mulheres e homens nos Comitês partidários e nos seus respectivos órgãos de direção, como Comissão Política e Comissão Executiva, assim como na lista de delegados(as) às Conferências e aos Congressos, nos termos do Regimento partidário, e será garantida a eleição de no mínimo 30% (trinta por cento) de cada gênero, a ser regulamentada no Regimento do Partido. Parágrafo 2º — O Partido deve investir anualmente um percentual dos recursos recebidos do Fundo Partidário, conforme previsto em lei, para a criação e manutenção de programas de promoção da emancipação e da participação política das mulheres. ARTIGO 54 O Comité Central convocará periodicamente uma Conferência Nacional sobre a Emancipação das M"
PCdoB,reserva_ou_paridade_genero_direcao,30,Estatutos/04_PCdoB/001_Estatuto_do_Partido_de_17_10_2021_PDF_aprovado_em_24_02_2022.pdf,Estatutos/_analise_notion/PCdoB_estatuto_atual_ocr.txt,"ão e formação de suas militantes e quadros, definindo políticas de ampliação da sua participação nas diversas instâncias partidárias, e nos seus cursos de formação. Parágrafo 1º — Será realizado um processo efetivo para atingir a participação paritária de mulheres e homens nos Comitês partidários e nos seus respectivos órgãos de direção, como Comissão Política e Comissão Executiva, assim como na lista de delegados(as) às Conferências e aos Congressos, nos termos do Regimento partidário, e será garantida a eleição de no mínimo 30% (trinta por cento) de cada gênero, a ser regulamentada no Regimento do Partido. Parágrafo 2º — O Partido deve investir anualmente um percentual dos recursos recebidos do Fundo Partidário, conforme previsto em lei, para a criação e manutenção de programas de promoção da emancipação e da participação política das mulheres. ARTIGO 54 O Comité Central convocará periodicamente uma Conferência Nacional sobre a Emancipação das Mulheres para elaborar e implementar políticas sob a ótica de gênero, consoante com as demandas da emancipação das mulheres e sua participação na luta transformadora, bem como na vida partidária. ARTIGO 55 A Conferência Nacional do PCdoB sobre a Emancipação das Mulheres constitui"
