partido,indice,texto_link,url_origem,url_pdf_final,arquivo,bytes,sha256
PT,1,Estatuto do Partido de 20.7.2022 (Formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/tse-estatuto-do-partido-de-20-7-2022-aprovado-em-1-6.2023,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/tse-estatuto-do-partido-de-20-7-2022-aprovado-em-1-6.2023/@@display-file/file/Folha-de-rosto-e-estatuto-PT.pdf,Estatutos/03_PT/001_Estatuto_do_Partido_de_20_7_2022_PDF.pdf,4820476,6e0ce8113f7b2e242a2b14dae9281207f8a308a9a5c87cd26d83737c5f805908
PT,2,"Estatuto do Partido de 3.6.2017 (formato PDF ) , aprovado em 17.10.2017",https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pt-de-3-6-2017-aprovado-em-17-10-2017,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pt-de-3-6-2017-aprovado-em-17-10-2017/@@download/file/tse-estatuto-do-partido-PT-de-3.6.2017-aprovado-em-17.10.2017.pdf,Estatutos/03_PT/002_Estatuto_do_Partido_de_3_6_2017_PDF_aprovado_em_17_10_2017.pdf,26555598,aa01c1ad4f215eafda393f988f654d58c3f9af7b614bc6e4f1b79d4d7de95499
PT,3,Estatuto do Partido de 29.10.2015 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pt-de-29-10-2015-aprovado-em-3-5-2016,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pt-de-29-10-2015-aprovado-em-3-5-2016/@@download/file/tse-estatuto-do-partido-PT-de-29-10-2015-aprovado-em-3-5-2016.pdf,Estatutos/03_PT/003_Estatuto_do_Partido_de_29_10_2015_PDF.pdf,11929096,9a2316b5b03fab4482a62cecdca55adc3057267019fd04c616cac2d6ca62e6ce
PT,4,Estatuto do Partido de 12.12.2013 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-pt-deferido-em-5-junho-2014,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-pt-deferido-em-5-junho-2014/@@download/file/tse-estatuto-do-partido-PT-de-12.12.2013-aprovado-em-5.6.2014.pdf,Estatutos/03_PT/004_Estatuto_do_Partido_de_12_12_2013_PDF.pdf,30633265,5d2f835f3b6bbf34eeddc42e099681cdd86f10d99f5f5cfa04aefa5b2bb5db80
PT,5,Estatuto do Partido de 5.10.2007 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-5-10-2007-resolucao-tse-no.2008,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-5-10-2007-resolucao-tse-no.2008/@@download/file/estatuto-do-partido-de-5.10.2007-resolucao-tse-no-22835.pdf,Estatutos/03_PT/005_Estatuto_do_Partido_de_5_10_2007_PDF.pdf,3181581,bd321627e772e0911a62f4d0692650797144fe13b8474cc5da34ad01c01f7373
PT,6,Estatuto do Partido de 11.3.2001 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-11-3-2001-resolucao-tse-no.2002,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-11-3-2001-resolucao-tse-no.2002/@@download/file/estatuto-do-partido-de-11.3.2001-resolucao-tse-no-20965.pdf,Estatutos/03_PT/006_Estatuto_do_Partido_de_11_3_2001_PDF.pdf,353429,d13432598f639df75ac88b126db4eb955d2b62a8d7f451fc0b6ec8013a2b500b
PT,7,Estatuto do Partido de 22.12.1995 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-22-12-1995-resolucao-tse-no.1996,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-22-12-1995-resolucao-tse-no.1996/@@download/file/estatuto-do-partido-de-22.12.1995-resolucao-tse-no-19530.pdf,Estatutos/03_PT/007_Estatuto_do_Partido_de_22_12_1995_PDF.pdf,167434,43cad3310e55c0b1a1c9729379f555eead1468d58b908f9f5a1adf41abd4e314
PCdoB,1,"Estatuto do Partido de 17.10.2021 (formato PDF) , aprovado em 24.02.2022",https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-pc-do-b-fev-2022,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-pc-do-b-fev-2022/@@display-file/file/estatuto-pcdob-aprovado-fev-22.pdf,Estatutos/04_PCdoB/001_Estatuto_do_Partido_de_17_10_2021_PDF_aprovado_em_24_02_2022.pdf,6400553,1d1499a15ba50480b2023b3e21cb8d7af3637ce7de031a22c57cbfdb314e1aba
PCdoB,2,Estatuto (decisão monocrática de 28.12.2021 – antecipação de tutela) (formato PDF),https://www.tse.jus.br/partidos/partidos-politicos/arquivos/pcdob-estatuto-decisao-monocratica-de-28-12-2021-antecipacao-de-tutela,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/pcdob-estatuto-decisao-monocratica-de-28-12-2021-antecipacao-de-tutela/@@display-file/file/estatuto-decisao-monocratica-de-28-12-2021-antecipacao-de-tutela.pdf,Estatutos/04_PCdoB/002_Estatuto_decisao_monocratica_de_28_12_2021_antecipacao_de_tutela_PDF.pdf,136705,e76632e1842ec6380f8ce7e91862f6ee7f718254af2addef558c99681a5f3cd6
PCdoB,3,Estatuto do Partido de 17.3.2019 (formato PDF),https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-do-partido-de-17-3-2019-aprovado-em-28-5-2019,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-do-partido-de-17-3-2019-aprovado-em-28-5-2019/@@display-file/file/tse-estatuto-do-Partido%2520de%252017-3-2019-aprovado-em-28.5.2019.PDF,Estatutos/04_PCdoB/003_Estatuto_do_Partido_de_17_3_2019_PDF.pdf,37889579,e1ee3f28b069d8a24591bff6ad6324e2b45b08c28f55bd60a8b6147d7d3cc8a9
PCdoB,4,Estatuto do Partido de 17 a 19.11.2017 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-17-19-11-2017-aprovado-em-12-2-2019,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-17-19-11-2017-aprovado-em-12-2-2019/@@download/file/tse-estatuto-do-Partido%20de%2017-19.11.2017-aprovado-em-12.2.2019.pdf,Estatutos/04_PCdoB/004_Estatuto_do_Partido_de_17_a_19_11_2017_PDF.pdf,23234152,a1e673b720e15059dad2a160bea4a1b3a5a3d40bfb139a0dcded5e60ce2c9280
PCdoB,5,Estatuto do Partido de 29.8.2010 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-comunista-do-brasil.2011,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-comunista-do-brasil.2011/@@download/file/TSE-estatuto-out-2011-PCdoB.pdf,Estatutos/04_PCdoB/005_Estatuto_do_Partido_de_29_8_2010_PDF.pdf,2269402,bf8b2a28ed0e20979c6224177e079e61568f76641ee4e0490167290d557e0880
PCdoB,6,Estatuto do Partido de 20.10.2005 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-20-10-2005-resolucao-tse-no.2006,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-20-10-2005-resolucao-tse-no.2006/@@download/file/TSE-estatuto-do-partido-de-20.10.2005-resolucao-tse-no-22287.pdf,Estatutos/04_PCdoB/006_Estatuto_do_Partido_de_20_10_2005_PDF.pdf,177551,2562a1e096dddfb2a7c4281d3b0f90cc37774964a3a2d3a1cd8bbef63b888f7c
PCdoB,7,Estatuto do Partido de 9 a 12.12.2001 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-9-a-12-12-2001.2006,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-9-a-12-12-2001.2006/@@download/file/TSE-estatuto-do-partido-de-9-a-12.12.2001-resolucao-tse-no-22287.pdf,Estatutos/04_PCdoB/007_Estatuto_do_Partido_de_9_a_12_12_2001_PDF.pdf,75201,590e0d5c1815729f7312222e79226e366b559488b843d33bc8f79e6b1420be83
PCdoB,8,Estatuto do Partido de 6.8.2000 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-6-8-2000-resolucao-tse.2001,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-6-8-2000-resolucao-tse.2001/@@download/file/TSE-estatuto-do-partido-de-6.8.2000-resolucao-tse-no-20807.pdf,Estatutos/04_PCdoB/008_Estatuto_do_Partido_de_6_8_2000_PDF.pdf,294812,cf0be3c304d7d125ff8acd8abbd94f2de66795693156e3fb40826c1f6626e247
PCdoB,9,Estatuto do Partido de 30.6.1999 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-30-6-1999-resolucao-tse.1999,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-30-6-1999-resolucao-tse.1999/@@download/file/TSE-estatuto-do-partido-de-30.6.1999-resolucao-tse-no-20464.pdf,Estatutos/04_PCdoB/009_Estatuto_do_Partido_de_30_6_1999_PDF.pdf,75155,ea40259d322a51820f7bd3436c2e7db387e45f0783b1c72ecbf8155fb4403467
PSB,1,Estatuto do Partido de 2.12.2011 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psb-de-02-12-2011-deferido-em-28-5-2013,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psb-de-02-12-2011-deferido-em-28-5-2013/@@download/file/tse-estatuto-do-partido-psb-de-2.12.2011-aprovado-em-28.5.2013.pdf,Estatutos/05_PSB/001_Estatuto_do_Partido_de_2_12_2011_PDF.pdf,12648926,6a3ba72dffd716786afaf28ddc0facbd56a41211c52a5d192c08968336558fb5
PSB,2,Estatuto do Partido de 6.6.2008 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-psb-de-6-6-2008-resolucao-tse-no-23-118-dj-de-21-9-2009,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-psb-de-6-6-2008-resolucao-tse-no-23-118-dj-de-21-9-2009/@@download/file/TSE-estatuto-partido-psb-18-8-2009-resolucao-tse-23118.pdf,Estatutos/05_PSB/002_Estatuto_do_Partido_de_6_6_2008_PDF.pdf,3116169,851ac90b1e760bd69fa5b8f720d2f27ecd6afe63014b48a867653e6089452e4c
PSB,3,Estatuto do Partido de 20.8.2005 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-20-8-2005-resolucao-tse.2006,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-20-8-2005-resolucao-tse.2006/@@download/file/TSE-estatuto-do-partido-de-20-8-2005-resolucao-tse-no-22219.pdf,Estatutos/05_PSB/003_Estatuto_do_Partido_de_20_8_2005_PDF.pdf,197943,3a598a5897cd4e48ce884a66907e6276dd1f473aebd68d124cb9bbbac1ec2088
PSB,4,Estatuto do Partido de 25.4.1996 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-25-4-1996-resolucao-tse.1996,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-de-25-4-1996-resolucao-tse.1996/@@download/file/TSE-estatuto-do-partido-de-25.4.1996-resolucao-tse-no-19659.pdf,Estatutos/05_PSB/004_Estatuto_do_Partido_de_25_4_1996_PDF.pdf,133339,f80c5f2796466eda30a813234ce17be739aea4665718fb68a4f19078f3fcebeb
PSDB,1,"Estatuto do Partido de 5.6.2025 (formato PDF), aprovado em 7.10.2025.",https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-do-psdb-de-5-6-2025-aprovado-em-7-10.2025,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-do-psdb-de-5-6-2025-aprovado-em-7-10.2025/@@display-file/file/tse-estatuto-psdb-de-05.06.2025-aprovado-em-sess%25C3%25A3o-de-07.10.2025.pdf,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,15679984,6236ef5046000b30c291c2191cde25bddbfb2f037c989c82f3a306a942e32b35
PSDB,2,"Estatuto do Partido de 9.12.2017 (formato PDF) , aprovado em 21.8.2018, substituído em 10.2.2020 (decisão de 18.12.2019).",https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-psdb-de-09-12-2017-deferido-em-21-8-2018-substiuicao-em-10-2-2020,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-psdb-de-09-12-2017-deferido-em-21-8-2018-substiuicao-em-10-2-2020/@@display-file/file/tse-estatuto-psdb-de-09.12-2017-deferido-em-21-8-2018%2520-substiui%25C3%25A7%25C3%25A3o-em-10.2.2020.pdf,Estatutos/06_PSDB/002_Estatuto_do_Partido_de_9_12_2017_PDF_aprovado_em_21_8_2018_substituido_em_10_2_2020_decisao_de_18_12_2019.pdf,12666000,0e160069237ed21f83fe00892d033beb718d556d3b2093c7c2b5f511275c7ac1
PSDB,3,"Estatuto do Partido de 9.12.2015 (formato PDF), aprovado em 29.3.2016",https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-9-12-2015-deferido-em-29-3-2016,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-9-12-2015-deferido-em-29-3-2016/@@download/file/tse-estatuto-psdb-de-9.12.2015-deferido-em-29.3.2016.pdf,Estatutos/06_PSDB/003_Estatuto_do_Partido_de_9_12_2015_PDF_aprovado_em_29_3_2016.pdf,10209880,8d38f2f8338eb85cffbf6176a2c825e305b9e416d4f32c6f491105647f19ef71
PSDB,4,Estatuto do Partido de 5.7.2015 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-5-7-2015-deferido-em-8-9-2015,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-5-7-2015-deferido-em-8-9-2015/@@download/file/tse-estatuto-psdb-de-5-7-2015-deferido-em-8-9-2015.pdf,Estatutos/06_PSDB/004_Estatuto_do_Partido_de_5_7_2015_PDF.pdf,2559082,c5f181e499103b60c4b2d5c1da1cd937f52bae418b4a9612fcbe9cbfc764d1b0
PSDB,5,Estatuto do Partido de 18.5.2013 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-18-5-2013-deferido-em-13-8-2013-1427215183593,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-de-18-5-2013-deferido-em-13-8-2013-1427215183593/@@download/file/tse-estatuto-psdb-de-18-5-2013-deferido-em-13-8-2013-completo-novo.pdf,Estatutos/06_PSDB/005_Estatuto_do_Partido_de_18_5_2013_PDF.pdf,33549932,1e0e1af0f9f79bfb3d67e54f1856c8edb6063dc5bb8b188ec5a47baed53a281d
PSDB,6,Estatuto do Partido de 28.05.2011 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-2011,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-psdb-2011/@@download/file/tse-estatuto-psdb-2011.pdf,Estatutos/06_PSDB/006_Estatuto_do_Partido_de_28_05_2011_PDF.pdf,25141247,103e0c968994c80b5d3a70d54950dc35a21e9888560bde15fddba7a645a060c7
PSDB,7,Estatuto do Partido 23.11.2007 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-psdb-23-11-2007-resolucao-tse.2008,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-psdb-23-11-2007-resolucao-tse.2008/@@download/file/estatuto-do-partido-23.11.2007-resolucao-tse-no-22801.pdf,Estatutos/06_PSDB/007_Estatuto_do_Partido_23_11_2007_PDF.pdf,5081770,ca371ad25c3f2345358b667d0961d6fe08d608152961b8b7c7f655def0de5ac6
PSDB,8,Estatuto do Partido 21.11.2003 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-21-11-2003-resolucao-tse-no-21.2004,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-21-11-2003-resolucao-tse-no-21.2004/@@download/file/estatuto-do-partido-21.11.2003-resolucao-tse-no-21692.pdf,Estatutos/06_PSDB/008_Estatuto_do_Partido_21_11_2003_PDF.pdf,363568,f61ff09cd413d71cac40093e9201efa294f4802323a2a22e14c88f9945a753c3
PSDB,9,Estatuto do Partido 15.05.1999 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-15-05-1999-resolucao-tse-no-20.1999,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-15-05-1999-resolucao-tse-no-20.1999/@@download/file/estatuto-do-partido-15.05.1999-resolucao-tse-no-20469.pdf,Estatutos/06_PSDB/009_Estatuto_do_Partido_15_05_1999_PDF.pdf,303169,966c362cf880f489ffcb54dbd6488a72cf78cd01726132421b681c029f0cc361
AGIR,1,Estatuto do Partido de 12.7.2021 (formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/tse-estatuto-do-partido-de-12-7-2021-1649163247821,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/tse-estatuto-do-partido-de-12-7-2021-1649163247821/@@display-file/file/Tse.estatuto.agir.24.10.2021.DEFERIFO_EM_31.3.2022.pdf,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,9841763,56dfd8aad80d4a0dc6ddc7da90eb311e5da1aca3bfaa69654fb47d07b26b70a1
AGIR,2,Estatuto do Partido de 22.2.2017 (formato PDF,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-20-2-2017-aprovado-tse-em-16-5-2017-formato-pdf,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-20-2-2017-aprovado-tse-em-16-5-2017-formato-pdf/@@download/file/tse-estatuto-do-partido-PTC-de-20.2.2017-aprovado-tse.em-16.5.2017%20(formato%20PDF).pdf,Estatutos/07_AGIR/002_Estatuto_do_Partido_de_22_2_2017_PDF.pdf,3853650,c067747374a3fccb89fda9c6d69761ee2eebff16a98e64113221ce3c07d89845
AGIR,3,Estatuto do Partido de 25.7.2015 (formato PDF,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-25-7-2015-aprovado-tse-em-5-5-2016-formato-pdf,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-25-7-2015-aprovado-tse-em-5-5-2016-formato-pdf/@@download/file/tse-estatuto-do-partido-PTC-de-25-7-2015-aprovado-tse-em-5-5-2016%20(formato%20PDF).pdf,Estatutos/07_AGIR/003_Estatuto_do_Partido_de_25_7_2015_PDF.pdf,43415806,8c41f340594fc07f23734478aa483b5e20f92e3d48b014861fe17dd7c8da0d96
AGIR,4,Estatuto do Partido de 11.3.2013 (formato PDF),https://www.tse.jus.br/arquivos/tse-estatuto-ptc-de-11-3-2013-deferido-em-28-5-2013,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-ptc-de-11-3-2013-deferido-em-28-5-2013/@@download/file/TSE_Estatuto_PTC_11.3.2013.pdf,Estatutos/07_AGIR/004_Estatuto_do_Partido_de_11_3_2013_PDF.pdf,7256542,8a040876726fe39f8c68e77f101c1891baced5bb79e0c72fdfb6c2797957736a
AGIR,5,Estatuto do Partido de 27.7.2012 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-27-7-2012-aprovado-em-4-10-2012,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-27-7-2012-aprovado-em-4-10-2012/@@download/file/TSE-estatuto-do-partido-ptc-de-27-7-2012-deferida-em-4-10-2012.pdf,Estatutos/07_AGIR/005_Estatuto_do_Partido_de_27_7_2012_PDF.pdf,1202467,347896f822c444d7ec8c35801e30ac4f57be81353a608c1220a6a0b0c3401f07
AGIR,6,Estatuto do Partido de 26.11.2009 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-ptc-de-26-11-2009-resolucao.2010,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-ptc-de-26-11-2009-resolucao.2010/@@download/file/estatuto-do-partido-de-26.11.2009-resolucao-tse-no-23249.pdf,Estatutos/07_AGIR/006_Estatuto_do_Partido_de_26_11_2009_PDF.pdf,1609125,be5212f0cd8e6052fac3416a1a2d7fffa9c1edfb379864f5444ebd05add2fcea
