"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"11","11","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §3º","Art. 3º","Art. 3º","§3º","","","","§ 3º A atuação das fundações, à semelhança dos partidos políticos, dar-se-á por meio da criação de representações nacionais, estaduais e municipais.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §3º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 3º A atuação das fundações, à semelhança dos partidos políticos, dar-se-á por meio da criação de representações nacionais, estaduais e municipais.","§ 3º A atuação das fundações, à semelhança dos partidos políticos, dar-se-á por meio da criação de representações nacionais, estaduais e municipais.","resolucao; dezembro; atuacao; fundacoes; semelhanca; partidos; politicos; meio; criacao; representacoes","True","419","104"
"12","12","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §4º","Art. 3º","Art. 3º","§4º","","","","§ 4º As representações não terão autonomia nem personalidade próprias. Seus órgãos de deliberação e (ou) de fiscalização ficam vinculados aos da pessoa jurídica que representam.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §4º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 4º As representações não terão autonomia nem personalidade próprias. Seus órgãos de deliberação e (ou) de fiscalização ficam vinculados aos da pessoa jurídica que representam.","§ 4º As representações não terão autonomia nem personalidade próprias. Seus órgãos de deliberação e (ou) de fiscalização ficam vinculados aos da pessoa jurídica que representam.","resolucao; dezembro; representacoes; terao; autonomia; personalidade; proprias; seus; orgaos; deliberacao","True","448","112"
"13","13","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §5º","Art. 3º","Art. 3º","§5º","","","","§ 5º A sede da fundação poderá ser livremente escolhida. Fixada esta, haverá apenas uma representação nas demais localidades.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §5º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 5º A sede da fundação poderá ser livremente escolhida. Fixada esta, haverá apenas uma representação nas demais localidades.","§ 5º A sede da fundação poderá ser livremente escolhida. Fixada esta, haverá apenas uma representação nas demais localidades.","resolucao; dezembro; sede; fundacao; podera; livremente; escolhida; fixada; esta; havera","True","396","99"
"14","14","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §6º","Art. 3º","Art. 3º","§6º","","","","§ 6º As fundações terão autonomia para contratar com instituições públicas e privadas, prestar serviços e manter estabelecimentos de acordo com suas finalidades, podendo, ainda, manter intercâmbio com instituições não nacionais, vedado, neste caso, receber direta ou indiretamente, sob qualquer forma ou pretexto, contribuição ou auxílio pecuniário ou estimável em pecúnia, dessas entidades ou de governo estrangeiro.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §6º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 6º As fundações terão autonomia para contratar com instituições públicas e privadas, prestar serviços e manter estabelecimentos de acordo com suas finalidades, podendo, ainda, manter intercâmbio com instituições não nacionais, vedado, neste caso, receber direta ou indiretamente, sob qualquer forma ou pretexto, contribuição ou auxílio pecuniário ou estimável em pecúnia, dessas entidades ou de governo estrangeiro.","§ 6º As fundações terão autonomia para contratar com instituições públicas e privadas, prestar serviços e manter estabelecimentos de acordo com suas finalidades, podendo, ainda, manter intercâmbio com instituições não nacionais, vedado...","instituicoes; manter; resolucao; dezembro; fundacoes; terao; autonomia; contratar; publicas; privadas","True","688","172"
"15","15","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §7º","Art. 3º","Art. 3º","§7º","","","","§ 7º Além da prevista no parágrafo anterior, aplicam-se às fundações instituídas por partido político as demais vedações do art. 31 da Lei n. 9.096/1995.","","[]","0","Lei n. 9.096/1995","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §7º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 7º Além da prevista no parágrafo anterior, aplicam-se às fundações instituídas por partido político as demais vedações do art. 31 da Lei n. 9.096/1995.","§ 7º Além da prevista no parágrafo anterior, aplicam-se às fundações instituídas por partido político as demais vedações do art. 31 da Lei n. 9.096/1995.","resolucao; dezembro; alem; prevista; paragrafo; anterior; aplicam; fundacoes; instituidas; partido","True","424","106"
"16","16","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 3º, §8º","Art. 3º","Art. 3º","§8º","","","","§ 8º A extinção da fundação ocorrerá por decisão do diretório nacional do partido político, e seu patrimônio será, necessariamente, revertido para outro ente criado nos termos do","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §8º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 802-802
§ 8º A extinção da fundação ocorrerá por decisão do diretório nacional do partido político, e seu patrimônio será, necessariamente, revertido para outro ente criado nos termos do","§ 8º A extinção da fundação ocorrerá por decisão do diretório nacional do partido político, e seu patrimônio será, necessariamente, revertido para outro ente criado nos termos do","resolucao; dezembro; extincao; fundacao; ocorrera; decisao; diretorio; nacional; partido; politico","True","449","112"
"17","17","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","artigo","Art. 44","","Art. 44","","","","","art. 44, IV, da Lei n. 9.096/1995, também em caso de extinção, fusão ou incorporação de partidos políticos.","Parágrafos 6º a 8º acrescidos pelo art. 1º da Res.-TSE n. 22746/2008.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafos 6º a 8º acrescidos pelo art. 1º da Res.-TSE n. 22746/2008."", ""pagina_inicial"": 802, ""pagina_final"": 802}]","1","Lei n. 9.096/1995; Res.-TSE n. 22746/2008","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 44
Tipo: artigo
Páginas: 802-802
art. 44, IV, da Lei n. 9.096/1995, também em caso de extinção, fusão ou incorporação de partidos políticos.
Notas vinculadas:
Parágrafos 6º a 8º acrescidos pelo art. 1º da Res.-TSE n. 22746/2008.","art. 44, IV, da Lei n. 9.096/1995, também em caso de extinção, fusão ou incorporação de partidos políticos.","resolucao; dezembro; tambem; caso; extincao; fusao; incorporacao; partidos; politicos; paragrafos","True","433","108"
"18","18","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","artigo","Art. 4º","","Art. 4º","","","","","Art. 4º Constituída a fundação, velará sobre ela o Ministério Público, conforme previsto no","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 4º
Tipo: artigo
Páginas: 802-802
Art. 4º Constituída a fundação, velará sobre ela o Ministério Público, conforme previsto no","Art. 4º Constituída a fundação, velará sobre ela o Ministério Público, conforme previsto no","resolucao; dezembro; constituida; fundacao; velara; sobre; ministerio; publico; conforme; previsto","True","329","82"
"19","19","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","artigo","Art. 66","","Art. 66","","","","","art. 66 do Código Civil de 2002.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 66
Tipo: artigo
Páginas: 802-802
art. 66 do Código Civil de 2002.","art. 66 do Código Civil de 2002.","resolucao; dezembro; codigo; civil","True","270","67"
"20","20","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 66, §1º","Art. 66","Art. 66","§1º","","","","§ 1º A competência do Ministério Público será fixada em razão da sede da fundação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 66, §1º
Tipo: paragrafo
Dispositivo pai: Art. 66
Páginas: 802-802
§ 1º A competência do Ministério Público será fixada em razão da sede da fundação.","§ 1º A competência do Ministério Público será fixada em razão da sede da fundação.","resolucao; dezembro; competencia; ministerio; publico; sera; fixada; razao; sede; fundacao","True","353","88"
"21","21","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","802","","paragrafo","Art. 66, §2º","Art. 66","Art. 66","§2º","","","","§ 2º A fixação da competência nos termos do § 1º deste artigo não afasta a competência concorrente do Ministério Público Federal em casos de desvio ou emprego irregular de verba federal.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 66, §2º
Tipo: paragrafo
Dispositivo pai: Art. 66
Páginas: 802-802
§ 2º A fixação da competência nos termos do § 1º deste artigo não afasta a competência concorrente do Ministério Público Federal em casos de desvio ou emprego irregular de verba federal.","§ 2º A fixação da competência nos termos do § 1º deste artigo não afasta a competência concorrente do Ministério Público Federal em casos de desvio ou emprego irregular de verba federal.","competencia; federal; resolucao; dezembro; fixacao; termos; deste; artigo; afasta; concorrente","True","457","114"
"22","22","Codigo_Eleitoral_2026_anotado.pdf","resolucao_22121_2005","Resolução n. 22.121, de 1º de dezembro de 2005","","Normas editadas pelo TSE","Resoluções","802","803","","artigo","Art. 5º","","Art. 5º","","","","","Art. 5º O disposto nesta resolução não alcança as demais disposições aplicadas pela Justiça Eleitoral com base no Código Eleitoral e em leis conexas.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 22.121, de 1º de dezembro de 2005
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 5º
Tipo: artigo
Páginas: 802-803
Art. 5º O disposto nesta resolução não alcança as demais disposições aplicadas pela Justiça Eleitoral com base no Código Eleitoral e em leis conexas.","Art. 5º O disposto nesta resolução não alcança as demais disposições aplicadas pela Justiça Eleitoral com base no Código Eleitoral e em leis conexas.","resolucao; eleitoral; dezembro; disposto; nesta; alcanca; demais; disposicoes; aplicadas; justica","True","387","96"
