"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"72","72","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1288","1288","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","inciso","Art. 8º, IV","Art. 8º","Art. 8º","","IV","","","IV - oficiar à unidade judiciária a ser submetida ao procedimento para que, observado o prazo mínimo de 5 (cinco) dias antes do início dos trabalhos, dê publicidade ao ato de instauração, mediante publicação no sítio do Tribunal Regional na internet ou afixação em local visível do cartório eleitoral, conforme o caso;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 8º, IV
Tipo: inciso
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 8º
Páginas: 1288-1288
IV - oficiar à unidade judiciária a ser submetida ao procedimento para que, observado o prazo mínimo de 5 (cinco) dias antes do início dos trabalhos, dê publicidade ao ato de instauração, mediante publicação no sítio do Tribunal Regional na internet ou afixação em local visível do cartório eleitoral, conforme o caso;","IV - oficiar à unidade judiciária a ser submetida ao procedimento para que, observado o prazo mínimo de 5 (cinco) dias antes do início dos trabalhos, dê publicidade ao ato de instauração, mediante publicação no sítio do Tribunal Regional...","provimento; fevereiro; capitulo; disposicoes; gerais; oficiar; unidade; judiciaria; submetida; procedimento","True","640","160"
"73","73","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1288","1288","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","inciso","Art. 8º, V","Art. 8º","Art. 8º","","V","","","V - oficiar ao Ministério Público Eleitoral, à Ordem dos Advogados do Brasil e a outros órgãos considerados necessários, com antecedência de 5 (cinco) dias, informando as datas de instalação e encerramento do procedimento para que, querendo, possam apresentar reclamações, sugestões ou manifestações a respeito dos serviços.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 8º, V
Tipo: inciso
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 8º
Páginas: 1288-1288
V - oficiar ao Ministério Público Eleitoral, à Ordem dos Advogados do Brasil e a outros órgãos considerados necessários, com antecedência de 5 (cinco) dias, informando as datas de instalação e encerramento do procedimento para que, querendo, possam apresentar reclamações, sugestões ou manifestações a respeito dos serviços.","V - oficiar ao Ministério Público Eleitoral, à Ordem dos Advogados do Brasil e a outros órgãos considerados necessários, com antecedência de 5 (cinco) dias, informando as datas de instalação e encerramento do procedimento para que...","provimento; fevereiro; capitulo; disposicoes; gerais; oficiar; ministerio; publico; eleitoral; ordem","True","645","161"
"74","74","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 8º, §1º","Art. 8º","Art. 8º","§1º","","","","§ 1º Para os fins do inciso IV do caput deste artigo, quando se tratar de procedimento realizado pela Corregedoria-Geral, serão cientificadas a Presidência do Tribunal Regional Eleitoral e a Corregedoria Regional Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 8º, §1º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 8º
Páginas: 1289-1289
§ 1º Para os fins do inciso IV do caput deste artigo, quando se tratar de procedimento realizado pela Corregedoria-Geral, serão cientificadas a Presidência do Tribunal Regional Eleitoral e a Corregedoria Regional Eleitoral.","§ 1º Para os fins do inciso IV do caput deste artigo, quando se tratar de procedimento realizado pela Corregedoria-Geral, serão cientificadas a Presidência do Tribunal Regional Eleitoral e a Corregedoria Regional Eleitoral.","corregedoria; regional; eleitoral; provimento; fevereiro; capitulo; disposicoes; gerais; fins; inciso","True","549","137"
"75","75","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 8º, §2º","Art. 8º","Art. 8º","§2º","","","","§ 2º Todos os atos praticados e todas as comunicações expedidas serão registrados nos autos do procedimento no PJeCor, com observância às normas exaradas pelo Conselho Nacional de Justiça e pela Corregedoria-Geral da Justiça Eleitoral que dispuserem sobre o sistema.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 8º, §2º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 8º
Páginas: 1289-1289
§ 2º Todos os atos praticados e todas as comunicações expedidas serão registrados nos autos do procedimento no PJeCor, com observância às normas exaradas pelo Conselho Nacional de Justiça e pela Corregedoria-Geral da Justiça Eleitoral que dispuserem sobre o sistema.","§ 2º Todos os atos praticados e todas as comunicações expedidas serão registrados nos autos do procedimento no PJeCor, com observância às normas exaradas pelo Conselho Nacional de Justiça e pela Corregedoria-Geral da Justiça Eleitoral que...","justica; provimento; fevereiro; capitulo; disposicoes; gerais; todos; atos; praticados; todas","True","592","148"
"76","76","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 8º, §3º","Art. 8º","Art. 8º","§3º","","","","§ 3º A Corregedoria Regional Eleitoral poderá dispensar a autuação no PJeCor dos expedientes relativos à autoinspeção anual, inicial ou final.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 8º, §3º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 8º
Páginas: 1289-1289
§ 3º A Corregedoria Regional Eleitoral poderá dispensar a autuação no PJeCor dos expedientes relativos à autoinspeção anual, inicial ou final.","§ 3º A Corregedoria Regional Eleitoral poderá dispensar a autuação no PJeCor dos expedientes relativos à autoinspeção anual, inicial ou final.","provimento; fevereiro; capitulo; disposicoes; gerais; corregedoria; regional; eleitoral; podera; dispensar","True","468","117"
"77","77","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 9º","","Art. 9º","","","","","Art. 9º O atendimento ao público não será suspenso durante a realização de inspeção, autoinspeção ou correição, salvo, pelo tempo estritamente necessário, em situação excepcional devidamente justificada.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 9º
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 1289-1289
Art. 9º O atendimento ao público não será suspenso durante a realização de inspeção, autoinspeção ou correição, salvo, pelo tempo estritamente necessário, em situação excepcional devidamente justificada.","Art. 9º O atendimento ao público não será suspenso durante a realização de inspeção, autoinspeção ou correição, salvo, pelo tempo estritamente necessário, em situação excepcional devidamente justificada.","provimento; fevereiro; capitulo; disposicoes; gerais; atendimento; publico; sera; suspenso; durante","True","496","124"
"78","78","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 9º, Parágrafo único","Art. 9º","Art. 9º","Parágrafo único","","","","Parágrafo único. Quando for o caso, a autoridade judiciária responsável pelo procedimento adotará providências para divulgar, com a antecedência possível, o período em que o atendimento será suspenso, bem como eventual prorrogação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 9º, Parágrafo único
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 9º
Páginas: 1289-1289
Parágrafo único. Quando for o caso, a autoridade judiciária responsável pelo procedimento adotará providências para divulgar, com a antecedência possível, o período em que o atendimento será suspenso, bem como eventual prorrogação.","Parágrafo único. Quando for o caso, a autoridade judiciária responsável pelo procedimento adotará providências para divulgar, com a antecedência possível, o período em que o atendimento será suspenso, bem como eventual prorrogação.","paragrafo; unico; provimento; fevereiro; capitulo; disposicoes; gerais; quando; caso; autoridade","True","569","142"
"79","79","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 10","","Art. 10","","","","","Art. 10. Recebida, por qualquer meio, manifestação do Ministério Público, de entidades públicas ou privadas e de cidadãs e cidadãos a respeito dos serviços prestados pelas unidades dos Tribunais ou pelas zonas eleitorais submetidas à inspeção ou correição, será feita sua juntada aos autos do PJeCor, para análise das providências cabíveis.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 10
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 1289-1289
Art. 10. Recebida, por qualquer meio, manifestação do Ministério Público, de entidades públicas ou privadas e de cidadãs e cidadãos a respeito dos serviços prestados pelas unidades dos Tribunais ou pelas zonas eleitorais submetidas à inspeção ou correição, será feita sua juntada aos autos do PJeCor, para análise das providências cabíveis.","Art. 10. Recebida, por qualquer meio, manifestação do Ministério Público, de entidades públicas ou privadas e de cidadãs e cidadãos a respeito dos serviços prestados pelas unidades dos Tribunais ou pelas zonas eleitorais submetidas à...","provimento; fevereiro; capitulo; disposicoes; gerais; recebida; qualquer; meio; manifestacao; ministerio","True","633","158"
"80","80","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 11","","Art. 11","","","","","Art. 11. A autoridade judiciária eleitoral competente poderá determinar a realização de audiência pública para a oitiva de reclamações, notícias e sugestões pertinentes ao objeto da inspeção ou correição.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 1289-1289
Art. 11. A autoridade judiciária eleitoral competente poderá determinar a realização de audiência pública para a oitiva de reclamações, notícias e sugestões pertinentes ao objeto da inspeção ou correição.","Art. 11. A autoridade judiciária eleitoral competente poderá determinar a realização de audiência pública para a oitiva de reclamações, notícias e sugestões pertinentes ao objeto da inspeção ou correição.","provimento; fevereiro; capitulo; disposicoes; gerais; autoridade; judiciaria; eleitoral; competente; podera","True","497","124"
"81","81","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 11, §1º","Art. 11","Art. 11","§1º","","","","§ 1º Poderão ser convidados para a audiência pública, a critério da autoridade responsável por sua realização, membros do respectivo Tribunal, outras autoridades judiciárias, o órgão do Ministério Público Eleitoral, a Ordem dos Advogados do Brasil e representantes de outros órgãos e de entidades.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §1º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 1º Poderão ser convidados para a audiência pública, a critério da autoridade responsável por sua realização, membros do respectivo Tribunal, outras autoridades judiciárias, o órgão do Ministério Público Eleitoral, a Ordem dos Advogados do Brasil e representantes de outros órgãos e de entidades.","§ 1º Poderão ser convidados para a audiência pública, a critério da autoridade responsável por sua realização, membros do respectivo Tribunal, outras autoridades judiciárias, o órgão do Ministério Público Eleitoral, a Ordem dos Advogados...","provimento; fevereiro; capitulo; disposicoes; gerais; poderao; convidados; audiencia; publica; criterio","True","623","155"
"82","82","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","estrutura","§ 2ºA data de realização da audiência será pu-","","Art. 11","§1º","","","","§ 2ºA data de realização da audiência será publicada, por edital, na imprensa oficial.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: § 2ºA data de realização da audiência será pu-
Tipo: estrutura
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Páginas: 1289-1289
§ 2ºA data de realização da audiência será publicada, por edital, na imprensa oficial.","§ 2ºA data de realização da audiência será publicada, por edital, na imprensa oficial.","data; realizacao; audiencia; sera; provimento; fevereiro; capitulo; disposicoes; gerais; publicada","True","470","117"
"83","83","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §3º","Art. 11","Art. 11","§3º","","","","§ 3º As pessoas interessadas que quiserem manifestar-se na audiência pública deverão inscrever-se previamente.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §3º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 3º As pessoas interessadas que quiserem manifestar-se na audiência pública deverão inscrever-se previamente.","§ 3º As pessoas interessadas que quiserem manifestar-se na audiência pública deverão inscrever-se previamente.","audiencia; provimento; fevereiro; capitulo; disposicoes; gerais; data; realizacao; sera; pessoas","True","485","121"
"84","84","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §4º","Art. 11","Art. 11","§4º","","","","§ 4º As manifestações serão feitas oralmente em até 5 (cinco) minutos, prorrogáveis por igual prazo a critério da autoridade que presidir a audiência, e seguirão a ordem de inscrição.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §4º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 4º As manifestações serão feitas oralmente em até 5 (cinco) minutos, prorrogáveis por igual prazo a critério da autoridade que presidir a audiência, e seguirão a ordem de inscrição.","§ 4º As manifestações serão feitas oralmente em até 5 (cinco) minutos, prorrogáveis por igual prazo a critério da autoridade que presidir a audiência, e seguirão a ordem de inscrição.","audiencia; provimento; fevereiro; capitulo; disposicoes; gerais; data; realizacao; sera; manifestacoes","True","558","139"
"85","85","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §5º","Art. 11","Art. 11","§5º","","","","§ 5º Se, durante a manifestação oral, for apresentada reclamação sobre conduta de magistrada, magistrado, servidora ou servidor, a autoridade judiciária eleitoral solicitará que quem a formulou apresente arrazoado sobre o fato ou aguarde o término da audiência pública para redução a termo de suas declarações.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §5º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 5º Se, durante a manifestação oral, for apresentada reclamação sobre conduta de magistrada, magistrado, servidora ou servidor, a autoridade judiciária eleitoral solicitará que quem a formulou apresente arrazoado sobre o fato ou aguarde o término da audiência pública para redução a termo de suas declarações.","§ 5º Se, durante a manifestação oral, for apresentada reclamação sobre conduta de magistrada, magistrado, servidora ou servidor, a autoridade judiciária eleitoral solicitará que quem a formulou apresente arrazoado sobre o fato ou aguarde o...","audiencia; sobre; provimento; fevereiro; capitulo; disposicoes; gerais; data; realizacao; sera","True","685","171"
"86","86","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §6º","Art. 11","Art. 11","§6º","","","","§ 6º Na hipótese do § 5º deter artigo, se a magistrada, o magistrado, a servidora ou o servidor referido estiver presente, poderá fazer uso da palavra para prestar esclarecimentos, por prazo a ser fixado pela autoridade que presidir a audiência pública em tempo não inferior ao dobro daquele utilizado por quem formulou a reclamação, devendo as declarações serem reduzidas a termo.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §6º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 6º Na hipótese do § 5º deter artigo, se a magistrada, o magistrado, a servidora ou o servidor referido estiver presente, poderá fazer uso da palavra para prestar esclarecimentos, por prazo a ser fixado pela autoridade que presidir a audiência pública em tempo não inferior ao dobro daquele utilizado por quem formulou a reclamação, devendo as declarações serem reduzidas a termo.","§ 6º Na hipótese do § 5º deter artigo, se a magistrada, o magistrado, a servidora ou o servidor referido estiver presente, poderá fazer uso da palavra para prestar esclarecimentos, por prazo a ser fixado pela autoridade que presidir a...","audiencia; provimento; fevereiro; capitulo; disposicoes; gerais; data; realizacao; sera; hipotese","True","756","189"
"87","87","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1289","1289","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §7º","Art. 11","Art. 11","§7º","","","","§ 7º A autoridade judiciária zelará pela preservação das garantias processuais de qualquer pessoa à qual, no curso da audiência pública, se impute conduta irregular, vedada a realização de interrogatório ou outro ato não programado que possa acarretar prejuízo a eventual defesa.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §7º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1289-1289
§ 7º A autoridade judiciária zelará pela preservação das garantias processuais de qualquer pessoa à qual, no curso da audiência pública, se impute conduta irregular, vedada a realização de interrogatório ou outro ato não programado que possa acarretar prejuízo a eventual defesa.","§ 7º A autoridade judiciária zelará pela preservação das garantias processuais de qualquer pessoa à qual, no curso da audiência pública, se impute conduta irregular, vedada a realização de interrogatório ou outro ato não programado que...","realizacao; audiencia; provimento; fevereiro; capitulo; disposicoes; gerais; data; sera; autoridade","True","654","163"
"88","88","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1290","1290","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §8º","Art. 11","Art. 11","§8º","","","","§ 8º Independentemente de exercer a faculdade prevista no § 6º deste artigo, a magistrada, o magistrado, a servidora ou o servidor contra quem for dirigida a reclamação será notificada(o) para tomar ciência do teor do arrazoado ou do termo de declarações respectivo, podendo se manifestar por escrito, nos termos deste provimento.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §8º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1290-1290
§ 8º Independentemente de exercer a faculdade prevista no § 6º deste artigo, a magistrada, o magistrado, a servidora ou o servidor contra quem for dirigida a reclamação será notificada(o) para tomar ciência do teor do arrazoado ou do termo de declarações respectivo, podendo se manifestar por escrito, nos termos deste provimento.","§ 8º Independentemente de exercer a faculdade prevista no § 6º deste artigo, a magistrada, o magistrado, a servidora ou o servidor contra quem for dirigida a reclamação será notificada(o) para tomar ciência do teor do arrazoado ou do termo...","provimento; sera; deste; fevereiro; capitulo; disposicoes; gerais; data; realizacao; audiencia","True","705","176"
"89","89","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1290","1290","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","paragrafo","Art. 11, §9º","Art. 11","Art. 11","§9º","","","","§ 9º Havendo indícios de que o fato objeto da reclamação constitui, em tese, infração disciplinar, a autoridade judiciária procederá de acordo com as disposições aplicáveis à espécie.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 11, §9º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Dispositivo pai: Art. 11
Páginas: 1290-1290
§ 9º Havendo indícios de que o fato objeto da reclamação constitui, em tese, infração disciplinar, a autoridade judiciária procederá de acordo com as disposições aplicáveis à espécie.","§ 9º Havendo indícios de que o fato objeto da reclamação constitui, em tese, infração disciplinar, a autoridade judiciária procederá de acordo com as disposições aplicáveis à espécie.","disposicoes; provimento; fevereiro; capitulo; gerais; data; realizacao; audiencia; sera; havendo","True","558","139"
"90","90","Codigo_Eleitoral_2026_anotado.pdf","provimento_cge_2_2023","Provimento-CGE n. 2 de 24 de fevereiro de 2023","","Normas editadas pelo TSE","Provimentos-CGE","1290","1290","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-","artigo","Art. 12","","Art. 12","","","","","Art. 12. No caso de processo sob segredo de justiça ou que deva tramitar de forma sigilosa, caberá à autoridade judiciária eleitoral que presidir a inspeção ou correição determinar a adoção das cautelas destinadas à preservação do sigilo.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Provimento-CGE n. 2 de 24 de fevereiro de 2023
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Provimentos-CGE
Dispositivo: Art. 12
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS > § 2ºA data de realização da audiência será pu-
Páginas: 1290-1290
Art. 12. No caso de processo sob segredo de justiça ou que deva tramitar de forma sigilosa, caberá à autoridade judiciária eleitoral que presidir a inspeção ou correição determinar a adoção das cautelas destinadas à preservação do sigilo.","Art. 12. No caso de processo sob segredo de justiça ou que deva tramitar de forma sigilosa, caberá à autoridade judiciária eleitoral que presidir a inspeção ou correição determinar a adoção das cautelas destinadas à preservação do sigilo.","provimento; fevereiro; capitulo; disposicoes; gerais; data; realizacao; audiencia; sera; caso","True","580","145"
