sentido,titulo,data,tipo,num,ano
so_no_ensaio,ATA DA 49ª SESSÃO ORDINÁRIA EM 23 DE JUNHO DE 1933,1933-06-23,ordinaria,49,1933
so_no_ensaio,ATA DA 81ª SESSÃO ORDINÁRIA EM 13 DE OUTUBRO DE 1933,1933-10-13,ordinaria,81,1933
so_no_ensaio,ATA DA 92ª SESSÃO ORDINÁRIA EM 21 DE NOVEMBRO DE 1933,1933-11-21,ordinaria,92,1933
so_no_ensaio,ATA DA 102ª SESSÃO ORDINÁRIA EM 26 DE DEZEMBRO DE 1933,1933-12-26,ordinaria,102,1934
so_no_ensaio,ATA DA 8ª SESSÃO ORDINÁRIA EM 26 DE JANEIRO DE 1934,1934-01-26,ordinaria,8,1934
so_no_ensaio,ATA DA 17ª SESSÃO ORDINÁRIA EM 2 DE MARÇO DE 1934,1934-03-02,ordinaria,17,1934
so_no_ensaio,ATA DA 31ª SESSÃO ORDINÁRIA EM 20 DE ABRIL DE 1934,1934-04-20,ordinaria,31,1934
so_no_ensaio,ATA DA 32ª SESSÃO ORDINÁRIA EM 24 DE ABRIL DE 1934,1934-04-24,ordinaria,32,1934
so_no_ensaio,ATA DA 37ª SESSÃO ORDINÁRIA EM 18 DE MAIO DE 1934,1934-05-18,ordinaria,37,1934
so_no_ensaio,ATA DA 49ª SESSÃO ORDINÁRIA EM 22 DE JUNHO DE 1934,1934-06-22,ordinaria,49,1934
so_no_ensaio,ATA DA 51ª SESSÃO ORDINÁRIA EM 29 DE JUNHO DE 1934,1934-06-29,ordinaria,51,1934
so_no_ensaio,ATA DA 52ª SESSÃO ORDINÁRIA EM XX DE XXX DE 1934,,ordinaria,52,1934
so_no_ensaio,ATA DA 53ª SESSÃO ORDINÁRIA EM 6 DE JULHO DE 1934,1934-07-06,ordinaria,53,1934
so_no_ensaio,ATA DA 54ª SESSÃO ORDINÁRIA EM 10 DE JULHO DE 1934,1934-07-10,ordinaria,54,1934
so_no_ensaio,ATA DA 55ª SESSÃO ORDINÁRIA EM 17 DE JULHO DE 1934,1934-07-17,ordinaria,55,1934
so_no_ensaio,ATA DA 56ª SESSÃO ORDINÁRIA EM 24 DE JULHO DE 1934,1934-07-24,ordinaria,56,1934
so_no_ensaio,ATA DA 57ª SESSÃO ORDINÁRIA EM 14 DE AGOSTO DE 1934,1934-08-14,ordinaria,57,1934
so_no_ensaio,ATA DA 4ª SESSÃO EXTRAORDINÁRIA EM 31 DE AGOSTO DE 1934,1934-08-31,extraordinaria,4,1934
so_no_ensaio,ATA DA 6ª SESSÃO EXTRAORDINÁRIA EM 14 DE SETEMBRO DE 1934,1934-09-14,extraordinaria,6,1934
so_no_ensaio,ATA DA 64ª SESSÃO ORDINÁRIA EM 25 DE SETEMBRO DE 1934,1934-09-25,ordinaria,64,1934
so_no_ensaio,ATA DA 9ª SESSÃO EXTRAORDINÁRIA EM 6 DE OUTUBRO DE 1934,1934-10-06,extraordinaria,9,1934
so_no_ensaio,ATA DA 68ª SESSÃO ORDINÁRIA EM 23 DE OUTUBRO DE 1934,1934-10-23,ordinaria,68,1935
so_no_ensaio,ATA DA 74ª SESSÃO ORDINÁRIA EM 4 DE DEZEMBRO DE 1934,1934-12-04,ordinaria,74,1935
so_no_ensaio,ATA DA 75ª SESSÃO ORDINÁRIA EM 11 DE DEZEMBRO DE 1934,1934-12-11,ordinaria,75,1935
so_no_ensaio,ATA DA 21ª SESSÃO EXTRAORDINÁRIA EM 14 DE DEZEMBRO DE 1934,1934-12-14,extraordinaria,21,1935
so_no_ensaio,ATA DA 22ª SESSÃO EXTRAORDINÁRIA EM 21 DE DEZEMBRO DE 1934,1934-12-21,extraordinaria,22,1935
so_no_ensaio,ATA DA 1ª SESSÃO ORDINÁRIA EM 2 DE JANEIRO DE 1935,1935-01-02,ordinaria,1,1935
so_no_ensaio,ATA DA 2ª SESSÃO ORDINÁRIA EM 8 DE JANEIRO DE 1935,1935-01-08,ordinaria,2,1935
so_no_ensaio,ATA DA 1ª SESSÃO EXTRAORDINÁRIA EM 18 DE JANEIRO DE 1935,1935-01-18,extraordinaria,1,1935
so_no_ensaio,ATA DA 4ª SESSÃO ORDINÁRIA EM 29 DE JANEIRO DE 1935,1935-01-29,ordinaria,4,1935
so_no_ensaio,ATA DA 3ª SESSÃO EXTRAORDINÁRIA EM 1º DE FEVEREIRO DE 1935,1935-02-01,extraordinaria,3,1935
so_no_ensaio,ATA DA 5ª SESSÃO ORDINÁRIA EM 4 DE FEVEREIRO DE 1935,1935-02-04,ordinaria,5,1935
so_no_ensaio,ATA DA 6ª SESSÃO ORDINÁRIA EM 6 DE FEVEREIRO DE 1935,1935-02-06,ordinaria,6,1935
so_no_ensaio,ATA DA 8ª SESSÃO ORDINÁRIA EM 11 DE FEVEREIRO DE 1935,1935-02-11,ordinaria,8,1935
so_no_ensaio,ATA DA 9ª SESSÃO ORDINÁRIA EM 13 DE FEVEREIRO DE 1935,1935-02-13,ordinaria,9,1935
so_no_ensaio,ATA DA 11ª SESSÃO ORDINÁRIA EM 18 DE FEVEREIRO DE 1935,1935-02-18,ordinaria,11,1935
so_no_ensaio,ATA DA 12ª SESSÃO ORDINÁRIA EM 20 DE FEVEREIRO DE 1935,1935-02-20,ordinaria,12,1935
so_no_ensaio,ATA DA 13ª SESSÃO ORDINÁRIA EM 22 DE FEVEREIRO DE 1935,1935-02-22,ordinaria,13,1935
so_no_ensaio,ATA DA 15ª SESSÃO ORDINÁRIA EM 27 DE FEVEREIRO DE 1935,1935-02-27,ordinaria,15,1935
so_no_ensaio,ATA DA 16ª SESSÃO ORDINÁRIA EM 1º DE MARÇO DE 1935,1935-03-01,ordinaria,16,1935
so_no_ensaio,ATA DA 17ª SESSÃO ORDINÁRIA EM 8 DE MARÇO DE 1935,1935-03-08,ordinaria,17,1935
so_no_ensaio,ATA DA 18ª SESSÃO ORDINÁRIA EM 11 DE MARÇO DE 1935,1935-03-11,ordinaria,18,1935
so_no_ensaio,ATA DA 5ª SESSÃO EXTRAORDINÁRIA EM 21 DE MARÇO DE 1935,1935-03-21,extraordinaria,5,1935
so_no_ensaio,ATA DA 23ª SESSÃO ORDINÁRIA EM 22 DE MARÇO DE 1935,1935-03-22,ordinaria,23,1935
so_no_ensaio,ATA DA 24ª SESSÃO ORDINÁRIA EM 23 DE MARÇO DE 1935,1935-03-23,ordinaria,24,1935
so_no_ensaio,ATA DA 6ª SESSÃO EXTRAORDINÁRIA EM 26 DE MARÇO DE 1935,1935-03-26,extraordinaria,6,1935
so_no_ensaio,ATA DA 26ª SESSÃO ORDINÁRIA EM 29 DE MARÇO DE 1935,1935-03-29,ordinaria,26,1935
so_no_ensaio,ATA DA 27ª SESSÃO ORDINÁRIA EM 1º DE ABRIL DE 1935,1935-04-01,ordinaria,27,1935
so_no_ensaio,ATA DA 7ª SESSÃO EXTRAORDINÁRIA EM 4 DE ABRIL DE 1935,1935-04-04,extraordinaria,7,1935
so_no_ensaio,ATA DA 8ª SESSÃO EXTRAORDINÁRIA EM 6 DE ABRIL DE 1935,1935-04-06,extraordinaria,8,1935
so_no_ensaio,ATA DA 30ª SESSÃO ORDINÁRIA EM 8 DE ABRIL DE 1935,1935-04-08,ordinaria,30,1935
so_no_ensaio,ATA DA 9ª SESSÃO EXTRAORDINÁRIA EM 11 DE ABRIL DE 1935,1935-04-11,extraordinaria,9,1935
so_no_ensaio,ATA DA 12ª SESSÃO EXTRAORDINÁRIA EM 25 DE ABRIL DE 1935,1935-04-25,extraordinaria,12,1935
so_no_ensaio,ATA DA 14ª SESSÃO EXTRAORDINÁRIA EM 30 DE ABRIL DE 1935,1935-04-30,extraordinaria,14,1935
so_no_ensaio,ATA DA 41ª SESSÃO ORDINÁRIA EM 6 DE MAIO DE 1935,1935-05-06,ordinaria,41,1935
so_no_ensaio,ATA DA 16ª SESSÃO EXTRAORDINÁRIA EM 7 DE MAIO DE 1935,1935-05-07,extraordinaria,16,1935
so_no_ensaio,ATA DA 17ª SESSÃO EXTRAORDINÁRIA EM 9 DE MAIO DE 1935,1935-05-09,extraordinaria,17,1935
so_no_ensaio,ATA DA 43ª SESSÃO ORDINÁRIA EM 10 DE MAIO DE 1935,1935-05-10,ordinaria,43,1935
so_no_ensaio,ATA DA 44ª SESSÃO ORDINÁRIA EM 13 DE MAIO DE 1935,1935-05-13,ordinaria,44,1935
so_no_ensaio,ATA DA 19ª SESSÃO EXTRAORDINÁRIA EM 16 DE MAIO DE 1935,1935-05-16,extraordinaria,19,1935
so_no_ensaio,ATA DA 48ª SESSÃO ORDINÁRIA EM 22 DE MAIO DE 1935,1935-05-22,ordinaria,48,1935
so_no_ensaio,ATA DA 50ª SESSÃO ORDINÁRIA EM 27 DE MAIO DE 1935,1935-05-27,ordinaria,50,1935
so_no_ensaio,ATA DA 22ª SESSÃO EXTRAORDINÁRIA EM 28 DE MAIO DE 1935,1935-05-28,extraordinaria,22,1935
so_no_ensaio,ATA DA 53ª SESSÃO ORDINÁRIA EM 3 DE JUNHO DE 1935,1935-06-03,ordinaria,53,1935
so_no_ensaio,ATA DA 61ª SESSÃO ORDINÁRIA EM 21 DE JUNHO DE 1935,1935-06-21,ordinaria,61,1935
so_no_ensaio,ATA DA 63ª SESSÃO ORDINÁRIA EM 26 DE JUNHO DE 1935,1935-06-26,ordinaria,63,1935
so_no_ensaio,ATA DA 64ª SESSÃO ORDINÁRIA EM 28 DE JUNHO DE 1935,1935-06-28,ordinaria,64,1935
so_no_ensaio,ATA DA 67ª SESSÃO ORDINÁRIA EM 8 DE JULHO DE 1935,1935-07-08,ordinaria,67,1935
so_no_ensaio,ATA DA 73ª SESSÃO ORDINÁRIA EM 24 DE JULHO DE 1935,1935-07-24,ordinaria,73,1935
so_no_ensaio,ATA DA 74ª SESSÃO ORDINÁRIA EM 26 DE JULHO DE 1935,1935-07-26,ordinaria,74,1935
so_no_ensaio,ATA DA 75ª SESSÃO ORDINÁRIA EM 29 DE JULHO DE 1935,1935-07-29,ordinaria,75,1935
so_no_ensaio,ATA DA 76ª SESSÃO ORDINÁRIA EM 31 DE JULHO DE 1935,1935-07-31,ordinaria,76,1935
so_no_ensaio,ATA DA 77ª SESSÃO ORDINÁRIA EM 2 DE AGOSTO DE 1935,1935-08-02,ordinaria,77,1935
so_no_ensaio,ATA DA 79ª SESSÃO ORDINÁRIA EM 7 DE AGOSTO DE 1935,1935-08-07,ordinaria,79,1935
so_no_ensaio,ATA DA 80ª SESSÃO ORDINÁRIA EM 9 DE AGOSTO DE 1935,1935-08-09,ordinaria,80,1935
so_no_ensaio,ATA DA 81ª SESSÃO ORDINÁRIA EM 12 DE AGOSTO DE 1935,1935-08-12,ordinaria,81,1935
so_no_ensaio,ATA DA 82ª SESSÃO ORDINÁRIA EM 14 DE AGOSTO DE 1935,1935-08-14,ordinaria,82,1935
so_no_ensaio,ATA DA 83ª SESSÃO ORDINÁRIA EM 16 DE AGOSTO DE 1935,1935-08-16,ordinaria,83,1935
so_no_ensaio,ATA DA 85ª SESSÃO ORDINÁRIA EM 21 DE AGOSTO DE 1935,1935-08-21,ordinaria,85,1935
so_no_ensaio,ATA DA 87ª SESSÃO ORDINÁRIA EM 26 DE AGOSTO DE 1935,1935-08-26,ordinaria,87,1935
so_no_ensaio,ATA DA 89ª SESSÃO ORDINÁRIA EM 30 DE AGOSTO DE 1935,1935-08-30,ordinaria,89,1935
so_no_ensaio,ATA DA 94ª SESSÃO ORDINÁRIA EM 11 DE SETEMBRO DE 1935,1935-09-11,ordinaria,94,1935
so_no_ensaio,ATA DA 98ª SESSÃO ORDINÁRIA EM 20 DE SETEMBRO DE 1935,1935-09-20,ordinaria,98,1935
so_no_ensaio,ATA DA 101ª SESSÃO ORDINÁRIA EM 27 DE SETEMBRO DE 1935,1935-09-27,ordinaria,101,1935
so_no_ensaio,ATA DA 24ª SESSÃO EXTRAORDINÁRIA EM 28 DE SETEMBRO DE 1935,1935-09-28,extraordinaria,24,1935
so_no_ensaio,ATA DA 102ª SESSÃO ORDINÁRIA EM 30 DE SETEMBRO DE 1935,1935-09-30,ordinaria,102,1935
so_no_ensaio,ATA DA 104ª SESSÃO ORDINÁRIA EM 7 DE OUTUBRO DE 1935,1935-10-07,ordinaria,104,1935
so_no_ensaio,ATA DA 105ª SESSÃO ORDINÁRIA EM 9 DE OUTUBRO DE 1935,1935-10-09,ordinaria,105,1935
so_no_ensaio,ATA DA 106ª SESSÃO ORDINÁRIA EM 14 DE OUTUBRO DE 1935,1935-10-14,ordinaria,106,1935
so_no_ensaio,ATA DA 107ª SESSÃO ORDINÁRIA EM 16 DE OUTUBRO DE 1935,1935-10-16,ordinaria,107,1935
so_no_ensaio,ATA DA 108ª SESSÃO ORDINÁRIA EM 21 DE OUTUBRO DE 1935,1935-10-21,ordinaria,108,1935
so_no_ensaio,ATA DA 109ª SESSÃO ORDINÁRIA EM 23 DE OUTUBRO DE 1935,1935-10-23,ordinaria,109,1935
so_no_ensaio,ATA DA 110ª SESSÃO ORDINÁRIA EM 25 DE OUTUBRO DE 1935,1935-10-25,ordinaria,110,1935
so_no_ensaio,ATA DA 112ª SESSÃO ORDINÁRIA EM 30 DE OUTUBRO DE 1935,1935-10-30,ordinaria,112,1935
so_no_ensaio,ATA DA 113ª SESSÃO ORDINÁRIA EM 4 DE NOVEMBRO DE 1935,1935-11-04,ordinaria,113,1935
so_no_ensaio,ATA DA 115ª SESSÃO ORDINÁRIA EM 8 DE NOVEMBRO DE 1935,1935-11-08,ordinaria,115,1935
so_no_ensaio,ATA DA 119ª SESSÃO ORDINÁRIA EM 20 DE NOVEMBRO DE 1935,1935-11-20,ordinaria,119,1935
so_no_ensaio,ATA DA 120ª SESSÃO ORDINÁRIA EM 22 DE NOVEMBRO DE 1935,1935-11-22,ordinaria,120,1935
so_no_ensaio,ATA DA 122ª SESSÃO ORDINÁRIA EM 27 DE NOVEMBRO DE 1935,1935-11-27,ordinaria,122,1935
so_no_ensaio,ATA DA 126ª SESSÃO ORDINÁRIA EM 6 DE DEZEMBRO DE 1935,1935-12-06,ordinaria,126,1935
so_no_ensaio,ATA DA 127ª SESSÃO ORDINÁRIA EM 9 DE DEZEMBRO DE 1935,1935-12-09,ordinaria,127,1935
so_no_ensaio,ATA DA 128ª SESSÃO ORDINÁRIA EM 13 DE DEZEMBRO DE 1935,1935-12-13,ordinaria,128,1935
so_no_ensaio,ATA DA 129ª SESSÃO ORDINÁRIA EM 18 DE DEZEMBRO DE 1935,1935-12-18,ordinaria,129,1935
so_no_ensaio,ATA DA 130ª SESSÃO ORDINÁRIA EM 20 DE DEZEMBRO DE 1935,1935-12-20,ordinaria,130,1935
so_no_ensaio,ATA DA 133ª SESSÃO ORDINÁRIA EM 30 DE DEZEMBRO DE 1935,1935-12-30,ordinaria,133,1936
so_no_ensaio,ATA DA 2ª SESSÃO ORDINÁRIA EM 6 DE JANEIRO DE 1936,1936-01-06,ordinaria,2,1936
so_no_ensaio,ATA DA 4ª SESSÃO ORDINÁRIA EM 10 DE JANEIRO DE 1936,1936-01-10,ordinaria,4,1936
so_no_ensaio,ATA DA 5ª SESSÃO ORDINÁRIA EM 13 DE JANEIRO DE 1936,1936-01-13,ordinaria,5,1936
so_no_ensaio,ATA DA 11ª SESSÃO ORDINÁRIA EM 29 DE JANEIRO DE 1936,1936-01-29,ordinaria,11,1936
so_no_ensaio,ATA DA 13ª SESSÃO ORDINÁRIA EM 3 DE FEVEREIRO DE 1936,1936-02-03,ordinaria,13,1936
so_no_ensaio,ATA DA 16ª SESSÃO ORDINÁRIA EM 10 DE FEVEREIRO DE 1936,1936-02-10,ordinaria,16,1936
so_no_ensaio,ATA DA 17ª SESSÃO ORDINÁRIA EM 12 DE FEVEREIRO DE 1936,1936-02-12,ordinaria,17,1936
so_no_ensaio,ATA DA 25ª SESSÃO ORDINÁRIA EM 16 DE MARÇO DE 1936,1936-03-16,ordinaria,25,1936
so_no_ensaio,ATA DA 29ª SESSÃO ORDINÁRIA EM 30 DE MARÇO DE 1936,1936-03-30,ordinaria,29,1936
so_no_ensaio,ATA DA 35ª SESSÃO ORDINÁRIA EM 17 DE ABRIL DE 1936,1936-04-17,ordinaria,35,1936
so_no_ensaio,ATA DA 38ª SESSÃO ORDINÁRIA EM 24 DE ABRIL DE 1936,1936-04-24,ordinaria,38,1936
so_no_ensaio,ATA DA 39ª SESSÃO ORDINÁRIA EM 27 DE ABRIL DE 1936,1936-04-27,ordinaria,39,1936
so_no_ensaio,ATA DA 42ª SESSÃO ORDINÁRIA EM 6 DE MAIO DE 1936,1936-05-06,ordinaria,42,1936
so_no_ensaio,ATA DA 43ª SESSÃO ORDINÁRIA EM 8 DE MAIO DE 1936,1936-05-08,ordinaria,43,1936
so_no_ensaio,ATA DA 62ª SESSÃO ORDINÁRIA EM 22 DE JUNHO DE 1936,1936-06-22,ordinaria,62,1936
so_no_ensaio,ATA DA 63ª SESSÃO ORDINÁRIA EM 24 DE JUNHO DE 1936,1936-06-24,ordinaria,63,1936
so_no_ensaio,ATA DA 65ª SESSÃO ORDINÁRIA EM 1º DE JULHO DE 1936,1936-07-01,ordinaria,65,1936
so_no_ensaio,ATA DA 66ª SESSÃO ORDINÁRIA EM 3 DE JULHO DE 1936,1936-07-03,ordinaria,66,1936
so_no_ensaio,ATA DA 67ª SESSÃO ORDINÁRIA EM 6 DE JULHO DE 1936,1936-07-06,ordinaria,67,1936
so_no_ensaio,ATA DA 71ª SESSÃO ORDINÁRIA EM 15 DE JULHO DE 1936,1936-07-15,ordinaria,71,1936
so_no_ensaio,ATA DA 72ª SESSÃO ORDINÁRIA EM 17 DE JULHO DE 1936,1936-07-17,ordinaria,72,1936
so_no_ensaio,ATA DA 77ª SESSÃO ORDINÁRIA EM 29 DE JULHO DE 1936,1936-07-29,ordinaria,77,1936
so_no_ensaio,ATA DA 78ª SESSÃO ORDINÁRIA EM 31 DE JULHO DE 1936,1936-07-31,ordinaria,78,1936
so_no_ensaio,ATA DA 79ª SESSÃO ORDINÁRIA EM 3 DE AGOSTO DE 1936,1936-08-03,ordinaria,79,1936
so_no_ensaio,ATA DA 84ª SESSÃO ORDINÁRIA EM 14 DE AGOSTO DE 1936,1936-08-14,ordinaria,84,1936
so_no_ensaio,ATA DA 87ª SESSÃO ORDINÁRIA EM 21 DE AGOSTO DE 1936,1936-08-21,ordinaria,87,1936
so_no_ensaio,ATA DA 98ª SESSÃO ORDINÁRIA EM 21 DE SETEMBRO DE 1936,1936-09-21,ordinaria,98,1936
so_no_ensaio,ATA DA 100ª SESSÃO ORDINÁRIA EM 25 DE SETEMBRO DE 1936,1936-09-25,ordinaria,100,1936
so_no_ensaio,ATA DA 101ª SESSÃO ORDINÁRIA EM 28 DE SETEMBRO DE 1936,1936-09-28,ordinaria,101,1936
so_no_ensaio,ATA DA 102ª SESSÃO ORDINÁRIA EM 2 DE OUTUBRO DE 1936,1936-10-02,ordinaria,102,1936
so_no_ensaio,ATA DA 104ª SESSÃO ORDINÁRIA EM 7 DE OUTUBRO DE 1936,1936-10-07,ordinaria,104,1936
so_no_ensaio,ATA DA 105ª SESSÃO ORDINÁRIA EM 9 DE OUTUBRO DE 1936,1936-10-09,ordinaria,105,1936
so_no_ensaio,ATA DA 107ª SESSÃO ORDINÁRIA EM 16 DE OUTUBRO DE 1936,1936-10-16,ordinaria,107,1936
so_no_ensaio,ATA DA 108ª SESSÃO ORDINÁRIA EM 19 DE OUTUBRO DE 1936,1936-10-19,ordinaria,108,1936
so_no_ensaio,ATA DA 112ª SESSÃO ORDINÁRIA EM 28 DE OUTUBRO DE 1936,1936-10-28,ordinaria,112,1936
so_no_ensaio,ATA DA 116ª SESSÃO ORDINÁRIA EM 9 DE NOVEMBRO DE 1936,1936-11-09,ordinaria,116,1936
so_no_ensaio,ATA DA 119ª SESSÃO ORDINÁRIA EM 17 DE NOVEMBRO DE 1936,1936-11-17,ordinaria,119,1936
so_no_ensaio,ATA DA 123ª SESSÃO ORDINÁRIA EM 25 DE NOVEMBRO DE 1936,1936-11-25,ordinaria,123,1936
so_no_ensaio,ATA DA 125ª SESSÃO ORDINÁRIA EM 30 DE NOVEMBRO DE 1936,1936-11-30,ordinaria,125,1936
so_no_ensaio,ATA DA 127ª SESSÃO ORDINÁRIA EM 4 DE DEZEMBRO DE 1936,1936-12-04,ordinaria,127,1936
so_no_ensaio,ATA DA 136ª SESSÃO ORDINÁRIA EM 28 DE DEZEMBRO DE 1936,1936-12-28,ordinaria,136,1936
so_no_ensaio,ATA DA 5ª SESSÃO ORDINÁRIA EM 13 DE JANEIRO DE 1937,1937-01-13,ordinaria,5,1937
so_no_ensaio,ATA DA 7ª SESSÃO ORDINÁRIA EM 18 DE JANEIRO DE 1937,1937-01-18,ordinaria,7,1937
so_no_ensaio,ATA DA 8ª SESSÃO ORDINÁRIA EM 20 DE JANEIRO DE 1937,1937-01-20,ordinaria,8,1937
so_no_ensaio,ATA DA 18ª SESSÃO ORDINÁRIA EM 17 DE FEVEREIRO DE 1937,1937-02-17,ordinaria,18,1937
so_no_ensaio,ATA DA 29ª SESSÃO ORDINÁRIA EM 17 DE MARÇO DE 1937,1937-03-17,ordinaria,29,1937
so_no_ensaio,ATA DA 31ª SESSÃO ORDINÁRIA EM 22 DE MARÇO DE 1937,1937-03-22,ordinaria,31,1937
so_no_ensaio,ATA DA 33ª SESSÃO ORDINÁRIA EM 29 DE MARÇO DE 1937,1937-03-29,ordinaria,33,1937
so_no_ensaio,ATA DA 35ª SESSÃO ORDINÁRIA EM 2 DE ABRIL DE 1937,1937-04-02,ordinaria,35,1937
so_no_ensaio,ATA DA 36ª SESSÃO ORDINÁRIA EM 5 DE ABRIL DE 1937,1937-04-05,ordinaria,36,1937
so_no_ensaio,ATA DA 39ª SESSÃO ORDINÁRIA EM 12 DE ABRIL DE 1937,1937-04-12,ordinaria,39,1937
so_no_ensaio,ATA DA 41ª SESSÃO ORDINÁRIA EM 16 DE ABRIL DE 1937,1937-04-16,ordinaria,41,1937
so_no_ensaio,ATA DA 42ª SESSÃO ORDINÁRIA EM 19 DE ABRIL DE 1937,1937-04-19,ordinaria,42,1937
so_no_ensaio,ATA DA 44ª SESSÃO ORDINÁRIA EM 26 DE ABRIL DE 1937,1937-04-26,ordinaria,44,1937
so_no_ensaio,ATA DA 46ª SESSÃO ORDINÁRIA EM 30 DE ABRIL DE 1937,1937-04-30,ordinaria,46,1937
so_no_ensaio,ATA DA 47ª SESSÃO ORDINÁRIA EM 5 DE MAIO DE 1937,1937-05-05,ordinaria,47,1937
so_no_ensaio,ATA DA 49ª SESSÃO ORDINÁRIA EM 10 DE MAIO DE 1937,1937-05-10,ordinaria,49,1937
so_no_ensaio,ATA DA 52ª SESSÃO ORDINÁRIA EM 17 DE MAIO DE 1937,1937-05-17,ordinaria,52,1937
so_no_ensaio,ATA DA 57ª SESSÃO ORDINÁRIA EM 28 DE MAIO DE 1937,1937-05-28,ordinaria,57,1937
so_no_ensaio,ATA DA 63ª SESSÃO ORDINÁRIA EM 11 DE JUNHO DE 1937,1937-06-11,ordinaria,63,1937
so_no_ensaio,ATA DA 64ª SESSÃO ORDINÁRIA EM 14 DE JUNHO DE 1937,1937-06-14,ordinaria,64,1937
so_no_ensaio,ATA DA 66ª SESSÃO ORDINÁRIA EM 18 DE JUNHO DE 1937,1937-06-18,ordinaria,66,1937
so_no_ensaio,ATA DA 67ª SESSÃO ORDINÁRIA EM 21 DE JUNHO DE 1937,1937-06-21,ordinaria,67,1937
so_no_ensaio,ATA DA 69ª SESSÃO ORDINÁRIA EM 25 DE JUNHO DE 1937,1937-06-25,ordinaria,69,1937
so_no_ensaio,ATA DA 70ª SESSÃO ORDINÁRIA EM 28 DE JUNHO DE 1937,1937-06-28,ordinaria,70,1937
so_no_ensaio,ATA DA 73ª SESSÃO ORDINÁRIA EM 5 DE JULHO DE 1937,1937-07-05,ordinaria,73,1937
so_no_ensaio,ATA DA 74ª SESSÃO ORDINÁRIA EM 7 DE JULHO DE 1937,1937-07-07,ordinaria,74,1937
so_no_ensaio,ATA DA 81ª SESSÃO ORDINÁRIA EM 23 DE JULHO DE 1937,1937-07-23,ordinaria,81,1937
so_no_ensaio,ATA DA 82ª SESSÃO ORDINÁRIA EM 26 DE JULHO DE 1937,1937-07-26,ordinaria,82,1937
so_no_ensaio,ATA DA 89ª SESSÃO ORDINÁRIA EM 11 DE AGOSTO DE 1937,1937-08-11,ordinaria,89,1937
so_no_ensaio,ATA DA 91ª SESSÃO ORDINÁRIA EM 16 DE AGOSTO DE 1937,1937-08-16,ordinaria,91,1937
so_no_ensaio,ATA DA 94ª SESSÃO ORDINÁRIA EM 23 DE AGOSTO DE 1937,1937-08-23,ordinaria,94,1937
so_no_ensaio,ATA DA 95ª SESSÃO ORDINÁRIA EM 25 DE AGOSTO DE 1937,1937-08-25,ordinaria,95,1937
so_no_ensaio,ATA DA 96ª SESSÃO ORDINÁRIA EM 27 DE AGOSTO DE 1937,1937-08-27,ordinaria,96,1937
so_no_ensaio,ATA DA 99ª SESSÃO ORDINÁRIA EM 3 DE SETEMBRO DE 1937,1937-09-03,ordinaria,99,1937
so_no_ensaio,ATA DA 100ª SESSÃO ORDINÁRIA EM 6 DE SETEMBRO DE 1937,1937-09-06,ordinaria,100,1937
so_no_ensaio,ATA DA 104ª SESSÃO ORDINÁRIA EM 15 DE SETEMBRO DE 1937,1937-09-15,ordinaria,104,1937
so_no_ensaio,ATA DA 106ª SESSÃO ORDINÁRIA EM 20 DE SETEMBRO DE 1937,1937-09-20,ordinaria,106,1937
