row_idx,ID,numero_processo,ramo,link_1,status_api,texto_original_recuperado_html,tema_len,contexto_len,tese_len,bullet_points_len,punchline_len
25395,25396,1498,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1498/processoClasse=ms/decisaoData=19920206,ok,sim,106,646,428,580,142
25396,25397,15283,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=15283/processoClasse=RESPE/decisaoData=19980818,ok,sim,106,688,345,466,85
25397,25398,16957,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=16957/processoClasse=PA/decisaoData=20000801,ok,sim,93,431,438,361,75
25398,25399,18778,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=18778/processoClasse=pa/decisaoData=20020423,ok,sim,83,531,361,356,94
25399,25400,1918,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1918/processoClasse=respe/decisaoData=19521229,ok,sim,78,415,322,428,78
25400,25401,2,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/7363,ok,sim,70,540,359,442,101
25401,25402,2013,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2013/processoClasse=PET/decisaoData=20060831,ok,sim,72,386,301,333,86
25402,25403,2040,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2040/processoClasse=respe/decisaoData=19521222,ok,sim,69,603,474,413,100
25403,25404,2309,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2309/processoClasse=MS/decisaoData=19961119,ok,sim,83,513,339,352,96
25404,25405,291,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=291/processoClasse=CTA/decisaoData=19961001,ok,sim,98,459,286,400,105
25405,25406,2916,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2916/processoClasse=RESPE/decisaoData=19670516,ok,sim,55,432,259,322,62
25406,25407,2941,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2941/processoClasse=PET/decisaoData=20081021,ok,sim,43,370,258,353,76
25407,25408,2972,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=2972/processoClasse=PET/decisaoData=20090205,ok,sim,72,285,302,371,95
25408,25409,317,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=317/processoClasse=cta/decisaoData=19550116,ok,sim,72,609,324,487,93
25409,25410,3541,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3541/processoClasse=RESPE/decisaoData=19710330,ok,sim,64,404,227,332,62
25410,25411,3546,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3546/processoClasse=RESPE/decisaoData=19710527,ok,sim,71,307,183,281,32
25411,25412,3992,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=3992/processoClasse=RESPE/decisaoData=19730524,ok,sim,68,320,285,314,67
25412,25413,4856,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4856/processoClasse=RESPE/decisaoData=19770524,ok,sim,61,376,296,522,87
25413,25414,4856,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17143,ok,sim,65,325,213,464,95
25414,25415,4880,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4880/processoClasse=RESPE/decisaoData=19770510,ok,sim,58,469,339,413,58
25415,25416,4891,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=4891/processoClasse=RESPE/decisaoData=19770927,ok,sim,69,276,195,256,28
25416,25417,49,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/4142,ok,sim,79,550,356,363,97
25417,25418,5007,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5007/processoClasse=respe/decisaoData=19771215,ok,sim,86,649,385,583,118
25418,25419,5561,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5561/processoClasse=RESPE/decisaoData=19821217,ok,sim,99,508,295,380,100
25419,25420,5577,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5577/processoClasse=RESPE/decisaoData=19830809,ok,sim,72,399,284,452,105
25420,25421,5610,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5610/processoClasse=RESPE/decisaoData=19830512,ok,sim,105,374,353,352,90
25421,25422,5659,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5659/processoClasse=RESPE/decisaoData=19830208,ok,sim,75,677,467,433,70
25422,25423,5707,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5707/processoClasse=RESPE/decisaoData=19830412,ok,sim,69,359,187,366,37
25423,25424,5714,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5714/processoClasse=RESPE/decisaoData=19841009,ok,sim,75,342,256,385,84
25424,25425,5730,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5730/processoClasse=AG/decisaoData=19830308,ok,sim,70,549,313,357,74
25425,25426,5777,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5777/processoClasse=AG/decisaoData=19830317,ok,sim,70,447,427,467,88
25426,25427,5803,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5803/processoClasse=RP/decisaoData=19781201,ok,sim,72,736,422,541,108
25427,25428,5927,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5927/processoClasse=AG/decisaoData=19831122,ok,sim,96,385,338,324,71
25428,25429,5954,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5954/processoClasse=AG/decisaoData=19830503,ok,sim,73,651,411,513,127
25429,25430,5969,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5969/processoClasse=respe/decisaoData=19831027,ok,sim,72,505,313,370,112
25430,25431,5977,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=5977/processoClasse=RESPE/decisaoData=19830510,ok,sim,70,548,389,431,69
25431,25432,5982,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12293,ok,sim,75,566,349,480,69
25432,25433,60029160,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3471014,ok,sim,137,727,502,694,103
25433,25434,60031958,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3487198,ok,sim,80,553,318,338,57
25434,25435,60055326,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3459837,ok,sim,75,559,397,388,110
25435,25436,602,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=602/processoClasse=CTA/decisaoData=20000530,ok,sim,83,581,295,492,63
25436,25437,6268,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6268/processoClasse=AG/decisaoData=19860812,ok,sim,76,680,456,656,124
25437,25438,6276,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6276/processoClasse=AG/decisaoData=19860506,ok,sim,95,452,369,326,71
25438,25439,6674,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6674/processoClasse=AG/decisaoData=19870421,ok,sim,82,843,378,595,105
25439,25440,6695,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6695/processoClasse=AG/decisaoData=19870604,ok,sim,86,661,575,575,109
25440,25441,6823,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9263,ok,sim,96,604,275,418,99
25441,25442,6913,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/15324,ok,sim,115,450,310,546,89
25442,25443,6965,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=6965/processoClasse=cta/decisaoData=19831215,ok,sim,54,405,217,304,88
25443,25444,7057,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=7057/processoClasse=pa/decisaoData=19840612,ok,sim,69,355,294,427,101
25444,25445,712,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11592,ok,sim,68,400,401,478,123
25445,25446,7859,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/12148,ok,sim,87,465,464,511,110
25446,25447,8108,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8108/processoClasse=MS/decisaoData=19860513,ok,sim,64,362,280,577,94
25447,25448,8123,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8123/processoClasse=RESPE/decisaoData=19890530,ok,sim,100,542,410,511,69
25448,25449,8124,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8124/processoClasse=RESPE/decisaoData=19890413,ok,sim,68,408,338,362,100
25449,25450,8147,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8147/processoClasse=RESPE/decisaoData=19890516,ok,sim,102,750,431,510,104
25450,25451,8152,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8152/processoClasse=respe/decisaoData=19890228,ok,sim,78,538,367,604,88
25451,25452,8203,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8203/processoClasse=RESPE/decisaoData=19890810,ok,sim,90,647,410,595,104
25452,25453,8203,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8203/processoClasse=RESPE/decisaoData=19890810,ok,sim,76,585,415,426,103
25453,25454,8386,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8386/processoClasse=RESPE/decisaoData=19890928,ok,sim,67,408,349,476,85
25454,25455,8387,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8387/processoClasse=RESPE/decisaoData=19890627,ok,sim,61,392,264,400,66
25455,25456,8393,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8393/processoClasse=RESPE/decisaoData=19890622,ok,sim,66,582,390,498,97
25456,25457,8403,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8403/processoClasse=RESPE/decisaoData=19890914,ok,sim,54,440,289,479,76
25457,25458,8404,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8404/processoClasse=respe/decisaoData=19890817,ok,sim,67,1014,469,603,91
25458,25459,8438,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8438/processoClasse=RESPE/decisaoData=19890630,ok,sim,52,542,334,371,71
25459,25460,8448,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8448/processoClasse=RESPE/decisaoData=19890615,ok,sim,76,384,226,377,100
25460,25461,8473,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8473/processoClasse=RESPE/decisaoData=19890810,ok,sim,57,478,261,368,67
25461,25462,8522,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13028,ok,sim,84,603,403,548,138
25462,25463,8549,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8549/processoClasse=AG/decisaoData=19900220,ok,sim,99,763,398,689,93
25463,25464,8650,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8650/processoClasse=ag/decisaoData=19900424,ok,sim,92,601,279,344,82
25464,25465,8822,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8822/processoClasse=ag/decisaoData=19910523,ok,sim,72,505,296,330,103
25465,25466,8917,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=8917/processoClasse=cta/decisaoData=19871117,ok,sim,89,494,297,497,114
25466,25467,8988,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11396,ok,sim,102,592,409,520,113
25467,25468,9266,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9266/processoClasse=RESPE/decisaoData=19910604,ok,sim,89,492,274,506,114
25468,25469,9274,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9274/processoClasse=RESPE/decisaoData=19901122,ok,sim,98,431,404,465,104
25469,25470,9316,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9316/processoClasse=respe/decisaoData=19901211,ok,sim,56,503,444,518,127
25470,25471,946,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=946/processoClasse=PET/decisaoData=20000921,ok,sim,60,617,385,427,81
25471,25472,9463,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9463/processoClasse=respe/decisaoData=19920206,ok,sim,53,486,252,354,80
25472,25473,9868,Apuração de votos e eleições extraordinárias,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9868/processoClasse=pa/decisaoData=19890201,ok,sim,79,505,330,363,110
25473,25474,18831,Captação de sufrágio,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=18831/processoClasse=PA/decisaoData=20020801,ok,sim,81,696,523,485,105
25474,25475,55,Captação de sufrágio,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1670,ok,sim,100,568,314,370,101
25475,25476,552,Captação de sufrágio,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=552/processoClasse=CTA/decisaoData=19991214,ok,sim,76,469,435,508,77
25476,25477,60035591,Captação de sufrágio,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3483690,ok,sim,80,559,402,423,90
25477,25478,60042285,Captação de sufrágio,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3466775,ok,sim,95,511,353,493,100
25478,25479,10018,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17698,ok,sim,80,477,367,522,104
25479,25480,10121,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13004,ok,sim,98,615,377,462,81
25480,25481,1022,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1022/processoClasse=CTA/decisaoData=20040330,ok,sim,101,405,241,473,121
25481,25482,10971,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3859,ok,sim,71,609,411,462,105
25482,25483,1106,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1106/processoClasse=CTA/decisaoData=20040819,ok,sim,95,692,479,617,131
25483,25484,11177,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/8368,ok,sim,101,584,490,458,112
25484,25485,119650,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=119650/processoClasse=CTA/decisaoData=20100629,ok,sim,91,445,310,377,87
25485,25486,1225,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1225/processoClasse=CTA/decisaoData=20060606,ok,sim,92,446,352,414,63
25486,25487,1225,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1225/processoClasse=CTA/decisaoData=20060608,ok,sim,96,559,326,376,94
25487,25488,1246,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1996,ok,sim,90,649,445,524,102
25488,25489,1304,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25588,ok,sim,76,490,289,444,107
25489,25490,13090,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11190,ok,sim,106,580,366,390,74
25490,25491,179,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9631,ok,sim,81,543,428,373,119
25491,25492,186,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=186/processoClasse=CTA/decisaoData=19960530,ok,sim,75,442,373,607,97
25492,25493,20301,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/5995,ok,sim,99,559,401,493,119
25493,25494,382,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=382/processoClasse=CTA/decisaoData=19980312,ok,sim,89,757,511,670,152
25494,25495,6502,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9338,ok,sim,70,459,285,408,103
25495,25496,698,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=698/processoClasse=CTA/decisaoData=20010619,ok,sim,73,709,589,578,69
25496,25497,73311,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=73311/processoClasse=CTA/decisaoData=20100511,ok,sim,89,499,463,465,116
25497,25498,738,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=738/processoClasse=CTA/decisaoData=20011127,ok,sim,96,772,479,712,126
25498,25499,758,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=758/processoClasse=CTA/decisaoData=20020326,ok,sim,60,728,659,524,103
25499,25500,759,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=759/processoClasse=CTA/decisaoData=20020326,ok,sim,91,707,918,697,91
25500,25501,760,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=760/processoClasse=CTA/decisaoData=20020326,ok,sim,79,766,450,752,146
25501,25502,762,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=762/processoClasse=CTA/decisaoData=20020326,ok,sim,80,742,624,653,128
25502,25503,930,Coligação e convenção,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=930/processoClasse=CTA/decisaoData=20030916,ok,sim,101,567,424,666,93
25503,25504,60044132,Comprovação de receitas e gastos partidários,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481797,ok,sim,91,592,332,523,86
25504,25505,1062,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1062/processoClasse=CTA/decisaoData=20040812,ok,sim,95,619,495,531,98
25505,25506,1065,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1065/processoClasse=CTA/decisaoData=20040608,ok,sim,99,943,608,840,78
25506,25507,1083,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1083/processoClasse=CTA/decisaoData=20040608,ok,sim,103,520,413,648,84
25507,25508,1086,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1086/processoClasse=CTA/decisaoData=20040608,ok,sim,65,485,388,543,76
25508,25509,1320,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25691,ok,sim,109,664,526,610,90
25509,25510,1357,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1357/processoClasse=cta/decisaoData=20060803,ok,sim,70,432,356,431,120
25510,25511,19590,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19590/processoClasse=PA/decisaoData=20060801,ok,sim,76,426,248,439,82
25511,25512,22285,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/26079,ok,sim,82,540,294,453,92
25512,25513,25,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=25/processoClasse=RP/decisaoData=19980813,ok,sim,76,498,251,496,92
25513,25514,444,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=444/processoClasse=CTA/decisaoData=19980602,ok,sim,97,440,308,384,73
25514,25515,60000791,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3425419,ok,sim,77,525,299,503,84
25515,25516,60006948,Condutas vedadas a agentes públicos,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3474160,ok,sim,92,775,571,568,122
